"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"        Built 1939 or earlier","115,745","±4,831","5.1%","±0.2","5,489","±960","1.7%","±0.3","43,218","±3,371","1.4%","±0.1","65,488","±3,982","4.7%","±0.3","1,298,358","±15,921","9.0%","±0.1","181,415","±6,594","7.4%","±0.3","328,694","±7,756","21.6%","±0.5","39,751","±3,493","9.0%","±0.8","105,898","±3,805","32.8%","±1.2","195,632","±7,241","2.0%","±0.1","178,881","±6,830","4.1%","±0.2","17,612","±1,789","3.2%","±0.3","64,935","±3,829","8.6%","±0.5","1,137,000","±14,466","21.1%","±0.3","492,832","±9,332","16.9%","±0.3","361,437","±7,808","25.5%","±0.6","211,249","±6,013","16.4%","±0.5","199,436","±6,369","9.9%","±0.3","130,884","±5,015","6.3%","±0.2","179,613","±5,335","23.9%","±0.7","276,917","±6,749","11.2%","±0.3","924,413","±12,408","31.6%","±0.4","680,726","±11,962","14.7%","±0.3","399,850","±7,169","16.1%","±0.3","63,742","±4,429","4.8%","±0.3","396,122","±9,067","14.1%","±0.3","69,205","±3,840","13.3%","±0.7","166,162","±4,325","19.5%","±0.5","14,008","±2,034","1.1%","±0.2","137,025","±5,112","21.3%","±0.8","658,423","±13,499","18.1%","±0.4","45,242","±3,245","4.8%","±0.3","2,613,905","±21,028","31.1%","±0.3","238,858","±8,651","5.0%","±0.2","48,793","±2,812","12.8%","±0.7","1,042,050","±12,675","19.9%","±0.2","132,412","±4,372","7.6%","±0.2","201,194","±7,362","11.1%","±0.4","1,486,228","±15,498","25.9%","±0.3","142,392","±5,744","30.3%","±1.2","91,670","±5,210","3.9%","±0.2","67,396","±3,154","16.8%","±0.8","170,527","±5,682","5.6%","±0.2","381,734","±10,400","3.4%","±0.1","76,682","±3,751","6.8%","±0.3","85,347","±3,574","25.1%","±1.1","259,761","±7,468","7.3%","±0.2","309,095","±9,333","9.7%","±0.3","148,491","±5,988","16.6%","±0.7","508,131","±8,462","18.6%","±0.3","29,073","±2,053","10.4%","±0.7","31,724","±2,169","2.0%","±0.1"
"ROOMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total housing units","2,284,922","±264","2,284,922","(X)","319,867","±200","319,867","(X)","3,076,048","±708","3,076,048","(X)","1,389,159","±337","1,389,159","(X)","14,367,012","±1,286","14,367,012","(X)","2,464,109","±480","2,464,109","(X)","1,524,959","±235","1,524,959","(X)","443,764","±148","443,764","(X)","322,814","±133","322,814","(X)","9,674,053","±581","9,674,053","(X)","4,378,350","±673","4,378,350","(X)","550,328","±252","550,328","(X)","751,113","±140","751,113","(X)","5,388,210","±605","5,388,210","(X)","2,921,115","±396","2,921,115","(X)","1,418,600","±409","1,418,600","(X)","1,288,430","±623","1,288,430","(X)","2,006,335","±404","2,006,335","(X)","2,089,824","±281","2,089,824","(X)","750,964","±155","750,964","(X)","2,470,307","±296","2,470,307","(X)","2,928,818","±274","2,928,818","(X)","4,629,605","±439","4,629,605","(X)","2,477,515","±576","2,477,515","(X)","1,339,047","±222","1,339,047","(X)","2,819,334","±685","2,819,334","(X)","519,938","±159","519,938","(X)","851,167","±429","851,167","(X)","1,285,681","±221","1,285,681","(X)","642,298","±131","642,298","(X)","3,641,854","±1,185","3,641,854","(X)","948,470","±212","948,470","(X)","8,404,205","±839","8,404,205","(X)","4,748,148","±509","4,748,148","(X)","379,974","±499","379,974","(X)","5,232,943","±588","5,232,943","(X)","1,749,520","±257","1,749,520","(X)","1,808,482","±203","1,808,482","(X)","5,732,580","±1,066","5,732,580","(X)","470,177","±67","470,177","(X)","2,351,364","±246","2,351,364","(X)","401,749","±456","401,749","(X)","3,028,437","±636","3,028,437","(X)","11,283,892","±954","11,283,892","(X)","1,133,543","±191","1,133,543","(X)","339,412","±128","339,412","(X)","3,562,258","±463","3,562,258","(X)","3,195,098","±641","3,195,098","(X)","894,983","±173","894,983","(X)","2,725,153","±756","2,725,153","(X)","280,281","±97","280,281","(X)","1,559,505","±7,241","1,559,505","(X)"
"        1 room","30,360","±3,139","1.3%","±0.1","23,793","±2,356","7.4%","±0.7","83,731","±5,057","2.7%","±0.2","29,080","±3,598","2.1%","±0.3","576,699","±15,153","4.0%","±0.1","51,194","±4,363","2.1%","±0.2","30,639","±3,660","2.0%","±0.2","4,975","±1,511","1.1%","±0.3","25,752","±2,439","8.0%","±0.8","188,732","±8,153","2.0%","±0.1","62,930","±5,691","1.4%","±0.1","32,515","±3,108","5.9%","±0.6","13,148","±2,079","1.8%","±0.3","130,968","±7,125","2.4%","±0.1","39,333","±3,793","1.3%","±0.1","23,599","±2,467","1.7%","±0.2","24,084","±3,197","1.9%","±0.2","31,280","±3,267","1.6%","±0.2","30,380","±3,075","1.5%","±0.1","19,966","±2,251","2.7%","±0.3","45,133","±4,864","1.8%","±0.2","68,818","±4,601","2.3%","±0.2","71,760","±4,557","1.6%","±0.1","52,301","±4,084","2.1%","±0.2","23,302","±3,111","1.7%","±0.2","55,171","±4,345","2.0%","±0.2","14,722","±1,908","2.8%","±0.4","12,498","±1,974","1.5%","±0.2","40,086","±3,268","3.1%","±0.3","16,616","±2,617","2.6%","±0.4","100,749","±5,205","2.8%","±0.1","25,410","±2,720","2.7%","±0.3","353,543","±9,817","4.2%","±0.1","75,783","±5,491","1.6%","±0.1","8,544","±1,596","2.2%","±0.4","81,287","±6,718","1.6%","±0.1","31,149","±2,820","1.8%","±0.2","62,068","±4,436","3.4%","±0.2","112,875","±6,552","2.0%","±0.1","11,726","±2,320","2.5%","±0.5","39,707","±4,221","1.7%","±0.2","6,482","±1,701","1.6%","±0.4","43,060","±3,950","1.4%","±0.1","248,685","±11,701","2.2%","±0.1","20,350","±2,521","1.8%","±0.2","13,799","±1,880","4.1%","±0.6","49,687","±4,863","1.4%","±0.1","112,083","±6,935","3.5%","±0.2","16,411","±2,210","1.8%","±0.2","49,113","±3,434","1.8%","±0.1","4,385","±1,191","1.6%","±0.4","32,178","±2,648","2.1%","±0.2"
"        2 rooms","28,690","±2,985","1.3%","±0.1","22,519","±2,345","7.0%","±0.7","117,603","±5,817","3.8%","±0.2","28,161","±2,758","2.0%","±0.2","610,732","±14,068","4.3%","±0.1","106,327","±5,773","4.3%","±0.2","49,331","±4,379","3.2%","±0.3","3,894","±796","0.9%","±0.2","35,446","±3,228","11.0%","±1.0","263,784","±9,319","2.7%","±0.1","76,668","±5,407","1.8%","±0.1","37,862","±3,481","6.9%","±0.6","17,620","±2,227","2.3%","±0.3","131,543","±6,517","2.4%","±0.1","46,350","±3,766","1.6%","±0.1","32,902","±3,266","2.3%","±0.2","28,820","±3,072","2.2%","±0.2","36,225","±3,175","1.8%","±0.2","43,869","±4,208","2.1%","±0.2","27,894","±2,544","3.7%","±0.3","55,396","±4,357","2.2%","±0.2","106,345","±6,064","3.6%","±0.2","88,648","±5,330","1.9%","±0.1","76,480","±4,266","3.1%","±0.2","16,357","±2,443","1.2%","±0.2","66,761","±4,489","2.4%","±0.2","18,660","±2,517","3.6%","±0.5","22,698","±1,942","2.7%","±0.2","53,027","±3,763","4.1%","±0.3","18,518","±2,762","2.9%","±0.4","91,818","±4,990","2.5%","±0.1","28,181","±3,113","3.0%","±0.3","365,068","±11,452","4.3%","±0.1","87,608","±5,247","1.8%","±0.1","12,480","±2,196","3.3%","±0.6","93,244","±5,017","1.8%","±0.1","35,234","±2,724","2.0%","±0.2","71,487","±3,854","4.0%","±0.2","121,880","±5,406","2.1%","±0.1","13,379","±2,114","2.8%","±0.4","35,859","±3,513","1.5%","±0.1","13,859","±2,318","3.4%","±0.6","54,394","±4,195","1.8%","±0.1","423,123","±12,364","3.7%","±0.1","27,873","±2,516","2.5%","±0.2","11,331","±1,610","3.3%","±0.5","79,298","±4,838","2.2%","±0.1","148,470","±7,850","4.6%","±0.2","13,346","±1,944","1.5%","±0.2","68,871","±4,019","2.5%","±0.1","7,918","±1,637","2.8%","±0.6","47,923","±3,798","3.1%","±0.2"
"        3 rooms","127,809","±6,512","5.6%","±0.3","37,131","±2,791","11.6%","±0.9","300,991","±9,953","9.8%","±0.3","94,540","±5,335","6.8%","±0.4","1,781,431","±23,822","12.4%","±0.2","257,122","±9,780","10.4%","±0.4","146,225","±6,743","9.6%","±0.4","29,615","±3,425","6.7%","±0.8","70,913","±3,540","22.0%","±1.1","1,004,555","±19,475","10.4%","±0.2","274,848","±10,737","6.3%","±0.2","79,594","±4,667","14.5%","±0.8","49,273","±3,752","6.6%","±0.5","460,043","±10,947","8.5%","±0.2","194,416","±8,055","6.7%","±0.3","111,509","±5,894","7.9%","±0.4","89,255","±5,091","6.9%","±0.4","151,845","±7,184","7.6%","±0.4","159,917","±7,276","7.7%","±0.3","64,137","±4,162","8.5%","±0.6","192,337","±8,055","7.8%","±0.3","310,853","±9,554","10.6%","±0.3","338,070","±9,062","7.3%","±0.2","228,127","±7,011","9.2%","±0.3","77,686","±5,057","5.8%","±0.4","206,446","±8,694","7.3%","±0.3","45,959","±3,356","8.8%","±0.6","67,968","±3,494","8.0%","±0.4","141,279","±6,929","11.0%","±0.5","58,603","±4,169","9.1%","±0.6","370,225","±9,153","10.2%","±0.3","72,494","±5,094","7.6%","±0.5","1,268,809","±22,191","15.1%","±0.3","356,447","±11,667","7.5%","±0.2","41,549","±3,998","10.9%","±1.1","361,153","±9,861","6.9%","±0.2","127,733","±5,163","7.3%","±0.3","180,180","±7,516","10.0%","±0.4","431,035","±12,641","7.5%","±0.2","54,271","±3,738","11.5%","±0.8","135,420","±6,838","5.8%","±0.3","35,071","±3,354","8.7%","±0.8","220,357","±7,643","7.3%","±0.3","1,194,895","±20,762","10.6%","±0.2","76,967","±4,572","6.8%","±0.4","34,536","±2,582","10.2%","±0.8","262,872","±10,210","7.4%","±0.3","310,075","±11,525","9.7%","±0.4","49,253","±3,974","5.5%","±0.4","237,475","±8,142","8.7%","±0.3","18,653","±1,930","6.7%","±0.7","137,567","±5,809","8.8%","±0.4"
"        4 rooms","331,202","±10,245","14.5%","±0.4","59,530","±3,405","18.6%","±1.1","518,057","±11,990","16.8%","±0.4","225,823","±8,572","16.3%","±0.6","2,794,166","±25,927","19.4%","±0.2","370,581","±11,068","15.0%","±0.4","231,825","±8,401","15.2%","±0.6","56,040","±4,449","12.6%","±1.0","57,180","±4,111","17.7%","±1.3","2,018,454","±27,652","20.9%","±0.3","616,835","±16,043","14.1%","±0.4","110,072","±5,038","20.0%","±0.9","113,303","±5,703","15.1%","±0.8","843,774","±14,708","15.7%","±0.3","396,412","±10,684","13.6%","±0.4","205,848","±7,429","14.5%","±0.5","178,065","±5,944","13.8%","±0.5","319,336","±9,472","15.9%","±0.5","356,273","±11,233","17.0%","±0.5","127,181","±4,885","16.9%","±0.7","321,819","±9,898","13.0%","±0.4","461,025","±11,468","15.7%","±0.4","650,659","±12,687","14.1%","±0.3","336,344","±7,932","13.6%","±0.3","201,444","±8,434","15.0%","±0.6","430,806","±11,043","15.3%","±0.4","84,977","±3,549","16.3%","±0.7","118,458","±4,699","13.9%","±0.6","235,127","±8,100","18.3%","±0.6","106,380","±4,559","16.6%","±0.7","555,508","±11,422","15.3%","±0.3","166,162","±7,275","17.5%","±0.8","1,570,867","±20,743","18.7%","±0.2","800,152","±13,831","16.9%","±0.3","65,893","±4,531","17.3%","±1.2","714,252","±14,744","13.6%","±0.3","259,253","±6,229","14.8%","±0.4","302,991","±8,514","16.8%","±0.5","690,319","±12,233","12.0%","±0.2","83,502","±5,294","17.8%","±1.1","348,839","±10,294","14.8%","±0.4","60,545","±3,393","15.1%","±0.8","470,495","±11,921","15.5%","±0.4","1,823,457","±21,956","16.2%","±0.2","153,146","±6,900","13.5%","±0.6","51,267","±3,309","15.1%","±1.0","498,200","±12,829","14.0%","±0.4","493,765","±13,025","15.5%","±0.4","128,795","±5,266","14.4%","±0.6","438,811","±10,653","16.1%","±0.4","44,324","±3,198","15.8%","±1.1","398,404","±9,832","25.5%","±0.6"
"        5 rooms","512,068","±10,239","22.4%","±0.4","60,746","±3,007","19.0%","±0.9","653,040","±14,581","21.2%","±0.5","339,378","±9,474","24.4%","±0.7","2,778,442","±27,430","19.3%","±0.2","378,477","±9,079","15.4%","±0.4","278,858","±8,317","18.3%","±0.5","66,028","±3,665","14.9%","±0.8","35,162","±3,596","10.9%","±1.1","2,155,757","±25,221","22.3%","±0.3","855,735","±15,367","19.5%","±0.4","103,828","±4,435","18.9%","±0.8","141,976","±6,383","18.9%","±0.9","1,046,119","±14,650","19.4%","±0.3","599,961","±11,638","20.5%","±0.4","247,479","±7,965","17.4%","±0.6","215,699","±6,325","16.7%","±0.5","441,031","±9,813","22.0%","±0.5","514,930","±14,337","24.6%","±0.7","149,873","±4,832","20.0%","±0.6","341,505","±10,878","13.8%","±0.4","514,017","±11,440","17.6%","±0.4","923,471","±12,742","19.9%","±0.3","350,959","±7,601","14.2%","±0.3","324,499","±9,544","24.2%","±0.7","584,794","±12,337","20.7%","±0.4","97,455","±4,914","18.7%","±0.9","127,737","±5,455","15.0%","±0.6","267,595","±7,371","20.8%","±0.6","116,367","±5,551","18.1%","±0.9","593,525","±11,486","16.3%","±0.3","232,033","±6,720","24.5%","±0.7","1,321,561","±18,705","15.7%","±0.2","1,043,591","±14,895","22.0%","±0.3","55,505","±3,642","14.6%","±1.0","980,672","±14,579","18.7%","±0.3","437,824","±7,881","25.0%","±0.5","348,459","±8,618","19.3%","±0.5","904,707","±12,297","15.8%","±0.2","91,664","±5,034","19.5%","±1.1","516,225","±12,756","22.0%","±0.5","63,537","±3,791","15.8%","±0.9","639,565","±14,179","21.1%","±0.5","2,301,443","±32,035","20.4%","±0.3","170,674","±7,392","15.1%","±0.7","56,641","±3,101","16.7%","±0.9","603,335","±13,321","16.9%","±0.4","544,759","±11,714","17.0%","±0.4","194,452","±8,118","21.7%","±0.9","533,441","±10,333","19.6%","±0.4","54,958","±3,599","19.6%","±1.3","585,925","±9,821","37.6%","±0.6"
"        6 rooms","465,237","±10,524","20.4%","±0.5","42,166","±2,892","13.2%","±0.9","576,090","±12,599","18.7%","±0.4","277,268","±9,106","20.0%","±0.7","2,407,796","±28,756","16.8%","±0.2","355,575","±10,179","14.4%","±0.4","262,749","±7,550","17.2%","±0.5","86,988","±3,942","19.6%","±0.9","27,851","±2,247","8.6%","±0.7","1,742,201","±21,349","18.0%","±0.2","810,236","±17,125","18.5%","±0.4","83,119","±3,958","15.1%","±0.7","122,922","±5,789","16.4%","±0.8","949,775","±14,909","17.6%","±0.3","565,616","±12,523","19.4%","±0.4","244,036","±7,319","17.2%","±0.5","228,998","±6,163","17.8%","±0.5","358,829","±8,728","17.9%","±0.4","402,206","±10,894","19.2%","±0.5","136,179","±4,900","18.1%","±0.7","398,405","±9,679","16.1%","±0.4","498,977","±10,740","17.0%","±0.4","902,895","±13,851","19.5%","±0.3","366,768","±7,829","14.8%","±0.3","277,958","±7,862","20.8%","±0.6","529,372","±11,242","18.8%","±0.4","77,872","±4,306","15.0%","±0.8","136,064","±4,614","16.0%","±0.5","222,131","±7,971","17.3%","±0.6","112,633","±4,944","17.5%","±0.8","570,030","±12,539","15.7%","±0.3","171,054","±6,807","18.0%","±0.7","1,241,765","±18,927","14.8%","±0.2","851,875","±16,149","17.9%","±0.3","49,114","±2,701","12.9%","±0.7","996,343","±13,975","19.0%","±0.3","365,330","±6,027","20.9%","±0.3","302,461","±8,858","16.7%","±0.5","1,205,338","±14,753","21.0%","±0.3","87,153","±4,657","18.5%","±1.0","466,889","±10,955","19.9%","±0.5","56,562","±3,159","14.1%","±0.8","576,656","±11,214","19.0%","±0.4","2,018,740","±26,237","17.9%","±0.2","145,967","±6,996","12.9%","±0.6","57,795","±2,713","17.0%","±0.8","586,905","±11,814","16.5%","±0.3","515,390","±10,760","16.1%","±0.3","185,678","±6,613","20.7%","±0.7","473,121","±7,988","17.4%","±0.3","44,370","±3,438","15.8%","±1.2","232,571","±7,610","14.9%","±0.5"
"        7 rooms","315,028","±8,681","13.8%","±0.4","27,487","±2,123","8.6%","±0.7","351,270","±10,148","11.4%","±0.3","177,359","±7,074","12.8%","±0.5","1,473,852","±18,680","10.3%","±0.1","275,638","±8,368","11.2%","±0.3","192,434","±6,879","12.6%","±0.5","67,677","±4,323","15.3%","±1.0","22,478","±2,287","7.0%","±0.7","1,035,898","±15,930","10.7%","±0.2","590,175","±14,163","13.5%","±0.3","42,470","±3,431","7.7%","±0.6","92,635","±5,354","12.3%","±0.7","645,924","±12,376","12.0%","±0.2","402,228","±9,559","13.8%","±0.3","186,522","±5,187","13.1%","±0.4","174,176","±5,898","13.5%","±0.5","252,729","±6,280","12.6%","±0.3","253,438","±9,454","12.1%","±0.5","89,016","±3,721","11.9%","±0.5","324,853","±9,673","13.2%","±0.4","356,435","±9,651","12.2%","±0.3","601,081","±10,557","13.0%","±0.2","314,607","±7,564","12.7%","±0.3","180,096","±7,216","13.4%","±0.5","348,984","±8,896","12.4%","±0.3","58,601","±3,204","11.3%","±0.6","112,647","±4,260","13.2%","±0.5","139,565","±5,798","10.9%","±0.5","76,353","±3,581","11.9%","±0.6","454,214","±10,261","12.5%","±0.3","113,924","±4,785","12.0%","±0.5","830,632","±14,435","9.9%","±0.2","568,680","±11,799","12.0%","±0.2","42,102","±2,868","11.1%","±0.8","737,510","±12,232","14.1%","±0.2","220,324","±5,452","12.6%","±0.3","208,820","±7,087","11.5%","±0.4","831,791","±12,735","14.5%","±0.2","55,144","±4,037","11.7%","±0.9","324,948","±10,399","13.8%","±0.4","49,145","±2,830","12.2%","±0.7","379,280","±9,700","12.5%","±0.3","1,266,174","±22,465","11.2%","±0.2","124,277","±5,379","11.0%","±0.5","40,381","±2,278","11.9%","±0.7","447,920","±8,840","12.6%","±0.2","373,009","±10,499","11.7%","±0.3","119,977","±5,436","13.4%","±0.6","344,521","±7,293","12.6%","±0.3","32,767","±3,149","11.7%","±1.1","65,415","±4,353","4.2%","±0.3"
"        8 rooms","209,788","±8,481","9.2%","±0.4","20,115","±2,190","6.3%","±0.7","238,240","±6,863","7.7%","±0.2","105,279","±5,184","7.6%","±0.4","989,529","±17,269","6.9%","±0.1","231,507","±8,062","9.4%","±0.3","141,935","±5,989","9.3%","±0.4","56,825","±3,675","12.8%","±0.8","19,236","±2,077","6.0%","±0.6","642,610","±14,713","6.6%","±0.2","447,428","±12,994","10.2%","±0.3","29,159","±2,599","5.3%","±0.5","76,773","±4,395","10.2%","±0.6","482,273","±9,642","9.0%","±0.2","288,935","±8,040","9.9%","±0.3","144,739","±5,149","10.2%","±0.4","133,913","±5,503","10.4%","±0.4","172,967","±7,604","8.6%","±0.4","159,041","±6,904","7.6%","±0.3","58,842","±3,054","7.8%","±0.4","278,086","±8,517","11.3%","±0.3","273,394","±7,239","9.3%","±0.2","439,968","±8,406","9.5%","±0.2","270,474","±6,601","10.9%","±0.3","115,127","±6,676","8.6%","±0.5","250,989","±7,150","8.9%","±0.3","45,217","±2,998","8.7%","±0.6","92,825","±3,680","10.9%","±0.4","92,041","±4,828","7.2%","±0.4","59,197","±3,804","9.2%","±0.6","372,912","±9,096","10.2%","±0.2","69,737","±4,098","7.4%","±0.4","625,698","±11,820","7.4%","±0.1","406,291","±9,527","8.6%","±0.2","36,097","±2,488","9.5%","±0.7","544,469","±11,665","10.4%","±0.2","128,908","±4,418","7.4%","±0.3","144,026","±5,770","8.0%","±0.3","617,709","±12,125","10.8%","±0.2","33,320","±2,441","7.1%","±0.5","219,068","±8,576","9.3%","±0.4","45,205","±2,654","11.3%","±0.7","269,747","±9,913","8.9%","±0.3","880,956","±16,583","7.8%","±0.1","131,631","±5,774","11.6%","±0.5","31,957","±2,651","9.4%","±0.8","385,033","±8,764","10.8%","±0.2","291,478","±7,114","9.1%","±0.2","81,252","±4,096","9.1%","±0.5","242,542","±5,606","8.9%","±0.2","29,033","±2,494","10.4%","±0.9","36,385","±2,922","2.3%","±0.2"
"        9 rooms or more","264,740","±8,113","11.6%","±0.4","26,380","±2,421","8.2%","±0.8","237,026","±6,635","7.7%","±0.2","112,271","±5,024","8.1%","±0.4","954,365","±14,931","6.6%","±0.1","437,688","±9,371","17.8%","±0.4","190,963","±5,805","12.5%","±0.4","71,722","±3,794","16.2%","±0.9","28,796","±2,109","8.9%","±0.7","622,062","±13,158","6.4%","±0.1","643,495","±15,538","14.7%","±0.4","31,709","±2,735","5.8%","±0.5","123,463","±6,009","16.4%","±0.8","697,791","±12,875","13.0%","±0.2","387,864","±7,944","13.3%","±0.3","221,966","±7,300","15.6%","±0.5","215,420","±5,657","16.7%","±0.4","242,093","±7,188","12.1%","±0.4","169,770","±6,889","8.1%","±0.3","77,876","±3,828","10.4%","±0.5","512,773","±8,973","20.8%","±0.4","338,954","±8,177","11.6%","±0.3","613,053","±8,913","13.2%","±0.2","481,455","±8,795","19.4%","±0.4","122,578","±5,403","9.2%","±0.4","346,011","±9,069","12.3%","±0.3","76,475","±3,566","14.7%","±0.7","160,272","±4,870","18.8%","±0.6","94,830","±4,399","7.4%","±0.3","77,631","±4,162","12.1%","±0.6","532,873","±9,784","14.6%","±0.3","69,475","±4,164","7.3%","±0.4","826,262","±12,837","9.8%","±0.2","557,721","±10,198","11.7%","±0.2","68,690","±3,452","18.1%","±0.9","724,013","±12,024","13.8%","±0.2","143,765","±4,794","8.2%","±0.3","187,990","±5,510","10.4%","±0.3","816,926","±11,740","14.3%","±0.2","40,018","±2,682","8.5%","±0.6","264,409","±7,583","11.2%","±0.3","71,343","±3,243","17.8%","±0.8","374,883","±9,945","12.4%","±0.3","1,126,419","±16,810","10.0%","±0.1","282,658","±7,831","24.9%","±0.7","41,705","±2,441","12.3%","±0.7","649,008","±10,610","18.2%","±0.3","406,069","±9,427","12.7%","±0.3","105,819","±5,725","11.8%","±0.6","337,258","±6,301","12.4%","±0.2","43,873","±3,276","15.7%","±1.2","23,137","±2,514","1.5%","±0.2"
