"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"        15.0 to 19.9 percent","55,668","±3,491","9.7%","±0.6","5,642","±1,024","8.9%","±1.6","59,786","±3,933","9.3%","±0.6","34,660","±2,749","9.8%","±0.7","204,518","±7,636","9.2%","±0.3","38,490","±2,832","9.1%","±0.7","38,803","±2,610","13.0%","±0.9","7,140","±1,213","7.9%","±1.3","2,226","±742","8.0%","±2.5","246,345","±8,835","10.9%","±0.4","77,896","±4,994","9.0%","±0.6","7,047","±1,189","7.2%","±1.2","14,167","±2,042","8.5%","±1.1","144,848","±5,220","12.1%","±0.4","58,807","±3,525","9.5%","±0.5","44,853","±3,178","12.4%","±0.8","35,295","±2,736","11.2%","±0.9","52,316","±3,854","10.5%","±0.7","52,975","±3,875","9.7%","±0.7","19,618","±1,609","12.1%","±1.0","41,381","±3,067","10.0%","±0.7","67,989","±3,859","13.1%","±0.7","131,663","±4,852","11.5%","±0.4","59,527","±2,935","10.8%","±0.5","36,989","±3,165","10.0%","±0.8","74,215","±3,870","11.4%","±0.6","14,515","±1,539","10.9%","±1.1","23,398","±2,235","11.4%","±1.0","16,736","±1,883","8.1%","±0.9","16,587","±1,788","12.4%","±1.2","95,934","±4,462","13.5%","±0.6","25,581","±2,675","10.2%","±1.0","180,133","±6,031","11.3%","±0.4","94,111","±4,307","9.8%","±0.4","8,601","±1,182","9.1%","±1.2","129,738","±5,714","11.1%","±0.4","44,087","±2,665","10.0%","±0.6","40,974","±3,586","11.8%","±0.9","163,316","±5,884","11.5%","±0.4","9,345","±1,425","11.1%","±1.5","57,177","±4,014","9.9%","±0.7","11,076","±1,296","10.5%","±1.2","72,206","±4,038","9.9%","±0.6","292,313","±9,059","10.9%","±0.3","16,136","±1,778","7.5%","±0.8","9,728","±1,069","13.7%","±1.4","63,715","±3,589","9.4%","±0.5","65,928","±4,048","11.2%","±0.6","25,295","±2,608","8.9%","±0.9","67,613","±3,472","11.4%","±0.5","6,123","±1,366","9.1%","±2.0","37,387","±2,765","8.0%","±0.6"
"        20.0 to 24.9 percent","29,523","±2,831","5.1%","±0.5","3,230","±840","5.1%","±1.3","33,922","±2,937","5.3%","±0.5","21,684","±2,139","6.1%","±0.6","135,501","±5,840","6.1%","±0.2","22,098","±2,388","5.2%","±0.6","23,943","±2,483","8.0%","±0.8","4,028","±1,112","4.5%","±1.2","1,228","±526","4.4%","±1.8","153,070","±6,522","6.8%","±0.3","48,170","±3,747","5.5%","±0.4","5,361","±1,099","5.4%","±1.1","8,108","±1,387","4.9%","±0.8","83,372","±4,071","7.0%","±0.3","34,628","±3,092","5.6%","±0.5","22,647","±1,922","6.3%","±0.5","22,488","±2,084","7.1%","±0.7","30,556","±2,248","6.1%","±0.4","28,831","±2,342","5.3%","±0.4","12,349","±1,568","7.6%","±0.9","24,142","±2,580","5.8%","±0.6","40,437","±3,052","7.8%","±0.5","77,679","±3,516","6.8%","±0.3","33,739","±2,267","6.1%","±0.4","21,923","±2,288","5.9%","±0.6","38,469","±3,109","5.9%","±0.4","7,466","±1,187","5.6%","±0.9","12,908","±1,517","6.3%","±0.7","10,262","±1,538","5.0%","±0.7","11,455","±1,549","8.6%","±1.1","60,486","±3,687","8.5%","±0.5","15,750","±2,235","6.3%","±0.8","120,877","±4,938","7.6%","±0.3","57,607","±4,265","6.0%","±0.4","4,660","±952","4.9%","±1.0","75,441","±4,705","6.4%","±0.4","27,368","±2,116","6.2%","±0.5","22,461","±2,518","6.4%","±0.7","100,067","±4,423","7.1%","±0.3","6,460","±1,207","7.7%","±1.4","30,021","±2,773","5.2%","±0.5","7,543","±1,319","7.1%","±1.2","42,165","±3,145","5.8%","±0.4","171,333","±7,870","6.4%","±0.3","8,754","±1,407","4.1%","±0.6","6,597","±909","9.3%","±1.2","37,617","±2,523","5.6%","±0.4","37,084","±3,054","6.3%","±0.5","13,350","±1,777","4.7%","±0.6","38,934","±2,458","6.6%","±0.4","2,841","±659","4.2%","±1.0","26,328","±2,963","5.6%","±0.6"
"        25.0 to 29.9 percent","19,914","±1,911","3.5%","±0.3","2,374","±748","3.7%","±1.2","19,820","±2,347","3.1%","±0.4","10,598","±1,534","3.0%","±0.4","91,298","±4,993","4.1%","±0.2","14,368","±1,908","3.4%","±0.4","16,766","±2,085","5.6%","±0.7","2,352","±699","2.6%","±0.8","955","±432","3.4%","±1.6","105,258","±5,240","4.7%","±0.2","33,157","±3,604","3.8%","±0.4","3,086","±898","3.1%","±0.9","4,468","±1,073","2.7%","±0.6","53,395","±4,255","4.5%","±0.3","22,932","±2,375","3.7%","±0.4","14,573","±1,522","4.0%","±0.4","12,414","±1,463","3.9%","±0.5","20,918","±2,255","4.2%","±0.5","14,939","±1,994","2.7%","±0.4","8,625","±1,346","5.3%","±0.8","13,861","±1,587","3.4%","±0.4","26,397","±2,461","5.1%","±0.5","49,260","±2,728","4.3%","±0.2","19,115","±1,528","3.5%","±0.3","14,692","±2,069","4.0%","±0.5","23,600","±2,531","3.6%","±0.4","4,761","±1,113","3.6%","±0.8","8,826","±1,181","4.3%","±0.6","7,205","±1,443","3.5%","±0.7","7,784","±1,375","5.8%","±1.0","42,426","±2,992","6.0%","±0.4","7,483","±1,180","3.0%","±0.5","75,097","±3,815","4.7%","±0.2","35,740","±3,024","3.7%","±0.3","3,278","±802","3.5%","±0.9","46,882","±3,157","4.0%","±0.3","17,072","±1,633","3.9%","±0.4","16,158","±2,257","4.6%","±0.7","68,931","±3,699","4.9%","±0.3","4,679","±1,107","5.6%","±1.3","20,160","±2,353","3.5%","±0.4","4,246","±802","4.0%","±0.7","24,873","±2,747","3.4%","±0.4","108,272","±5,915","4.0%","±0.2","4,874","±1,081","2.3%","±0.5","3,749","±834","5.3%","±1.2","24,914","±2,733","3.7%","±0.4","23,310","±2,507","3.9%","±0.4","8,179","±1,331","2.9%","±0.5","25,867","±2,031","4.4%","±0.3","2,792","±742","4.1%","±1.1","13,275","±1,882","2.8%","±0.4"
"        30.0 to 34.9 percent","13,017","±1,952","2.3%","±0.3","891","±292","1.4%","±0.5","15,488","±2,027","2.4%","±0.3","8,907","±1,543","2.5%","±0.4","63,808","±4,596","2.9%","±0.2","9,422","±1,555","2.2%","±0.4","10,954","±1,548","3.7%","±0.5","3,494","±983","3.9%","±1.1","394","±298","1.4%","±1.1","64,234","±4,605","2.8%","±0.2","20,751","±2,939","2.4%","±0.3","2,004","±660","2.0%","±0.7","2,469","±777","1.5%","±0.5","33,313","±2,795","2.8%","±0.2","12,357","±1,653","2.0%","±0.3","10,104","±1,610","2.8%","±0.4","7,161","±1,087","2.3%","±0.3","9,915","±1,413","2.0%","±0.3","9,731","±1,922","1.8%","±0.3","4,562","±911","2.8%","±0.5","10,375","±1,724","2.5%","±0.4","16,832","±2,471","3.2%","±0.5","30,969","±2,509","2.7%","±0.2","14,724","±1,618","2.7%","±0.3","10,060","±1,675","2.7%","±0.4","16,685","±1,778","2.6%","±0.3","3,261","±623","2.4%","±0.5","5,860","±1,001","2.9%","±0.5","4,758","±1,046","2.3%","±0.5","6,674","±1,296","5.0%","±0.9","28,371","±2,527","4.0%","±0.4","5,815","±1,303","2.3%","±0.5","53,485","±4,038","3.4%","±0.2","24,982","±2,448","2.6%","±0.2","1,579","±522","1.7%","±0.5","28,829","±2,533","2.5%","±0.2","10,994","±1,434","2.5%","±0.3","10,165","±1,421","2.9%","±0.4","46,555","±3,163","3.3%","±0.2","2,750","±713","3.3%","±0.8","12,942","±1,949","2.3%","±0.3","2,192","±516","2.1%","±0.5","15,313","±1,820","2.1%","±0.2","76,126","±5,127","2.8%","±0.2","4,784","±1,213","2.2%","±0.6","3,324","±759","4.7%","±1.1","14,194","±2,014","2.1%","±0.3","14,522","±1,739","2.5%","±0.3","5,210","±1,048","1.8%","±0.4","15,589","±1,472","2.6%","±0.2","1,300","±582","1.9%","±0.9","8,340","±1,473","1.8%","±0.3"
"        35.0 percent or more","42,615","±3,358","7.4%","±0.6","5,764","±1,034","9.1%","±1.5","56,680","±4,030","8.8%","±0.6","24,083","±2,465","6.8%","±0.7","256,289","±7,997","11.6%","±0.3","36,797","±3,110","8.7%","±0.7","49,152","±3,313","16.5%","±1.0","8,877","±1,451","9.8%","±1.5","2,603","±720","9.3%","±2.5","262,222","±7,808","11.6%","±0.3","69,337","±4,549","8.0%","±0.5","9,516","±1,176","9.7%","±1.3","12,770","±1,922","7.7%","±1.1","136,504","±5,709","11.4%","±0.5","45,510","±3,012","7.3%","±0.5","28,421","±2,017","7.9%","±0.6","23,885","±2,246","7.6%","±0.7","39,592","±2,863","8.0%","±0.5","45,040","±4,173","8.2%","±0.7","18,824","±2,416","11.6%","±1.4","41,439","±2,642","10.0%","±0.6","69,696","±3,999","13.4%","±0.7","112,317","±5,548","9.8%","±0.5","45,542","±2,732","8.2%","±0.5","30,297","±2,916","8.2%","±0.8","56,569","±4,139","8.7%","±0.6","13,271","±1,828","10.0%","±1.3","17,879","±1,888","8.7%","±0.9","16,848","±2,009","8.1%","±0.9","19,900","±2,156","14.9%","±1.5","127,030","±6,484","17.9%","±0.8","20,491","±2,269","8.2%","±0.9","231,200","±9,330","14.5%","±0.6","75,882","±4,585","7.9%","±0.4","6,537","±1,103","6.9%","±1.1","94,727","±4,255","8.1%","±0.3","31,611","±2,259","7.2%","±0.5","38,183","±3,235","11.0%","±0.9","144,113","±5,868","10.2%","±0.4","10,219","±1,819","12.2%","±1.9","45,968","±3,970","8.0%","±0.7","7,979","±1,309","7.5%","±1.2","49,657","±3,469","6.8%","±0.5","248,760","±8,759","9.3%","±0.3","10,994","±1,466","5.1%","±0.7","9,269","±1,212","13.1%","±1.5","48,801","±3,239","7.2%","±0.4","51,354","±3,356","8.7%","±0.5","17,989","±2,038","6.4%","±0.7","54,027","±2,972","9.1%","±0.5","5,220","±1,134","7.7%","±1.6","34,158","±2,474","7.3%","±0.5"
"        Not computed","7,862","±1,401","(X)","(X)","499","±379","(X)","(X)","11,628","±1,798","(X)","(X)","4,408","±1,274","(X)","(X)","27,805","±3,164","(X)","(X)","4,874","±1,540","(X)","(X)","3,890","±1,014","(X)","(X)","808","±421","(X)","(X)","582","±532","(X)","(X)","33,624","±3,128","(X)","(X)","16,730","±2,244","(X)","(X)","1,253","±500","(X)","(X)","1,438","±675","(X)","(X)","13,496","±1,866","(X)","(X)","5,918","±1,127","(X)","(X)","3,119","±730","(X)","(X)","2,608","±714","(X)","(X)","6,666","±1,281","(X)","(X)","10,541","±2,055","(X)","(X)","1,573","±451","(X)","(X)","4,081","±1,203","(X)","(X)","4,304","±1,207","(X)","(X)","13,722","±1,908","(X)","(X)","4,624","±911","(X)","(X)","8,246","±1,699","(X)","(X)","7,948","±1,395","(X)","(X)","1,267","±430","(X)","(X)","2,650","±799","(X)","(X)","3,884","±888","(X)","(X)","1,347","±639","(X)","(X)","5,531","±998","(X)","(X)","4,653","±1,326","(X)","(X)","17,941","±2,180","(X)","(X)","12,695","±2,132","(X)","(X)","769","±317","(X)","(X)","12,858","±1,844","(X)","(X)","4,842","±818","(X)","(X)","3,603","±1,116","(X)","(X)","14,113","±2,156","(X)","(X)","654","±392","(X)","(X)","8,406","±1,655","(X)","(X)","652","±296","(X)","(X)","8,032","±1,584","(X)","(X)","35,410","±3,933","(X)","(X)","1,638","±696","(X)","(X)","437","±283","(X)","(X)","6,791","±1,219","(X)","(X)","5,813","±1,312","(X)","(X)","4,024","±982","(X)","(X)","4,332","±788","(X)","(X)","823","±359","(X)","(X)","26,383","±2,578","(X)","(X)"
"GROSS RENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Occupied units paying rent","530,685","±10,587","530,685","(X)","81,577","±2,858","81,577","(X)","882,969","±13,778","882,969","(X)","364,655","±8,558","364,655","(X)","5,764,808","±32,903","5,764,808","(X)","740,216","±12,398","740,216","(X)","464,336","±9,481","464,336","(X)","108,243","±4,869","108,243","(X)","167,924","±4,611","167,924","(X)","2,562,945","±27,681","2,562,945","(X)","1,310,101","±19,435","1,310,101","(X)","175,621","±4,892","175,621","(X)","175,938","±6,173","175,938","(X)","1,586,345","±15,755","1,586,345","(X)","756,883","±12,229","756,883","(X)","356,927","±8,453","356,927","(X)","361,888","±8,933","361,888","(X)","524,301","±9,477","524,301","(X)","515,651","±11,467","515,651","(X)","146,800","±6,357","146,800","(X)","714,875","±11,682","714,875","(X)","968,580","±11,074","968,580","(X)","1,071,181","±13,464","1,071,181","(X)","599,607","±9,116","599,607","(X)","310,584","±8,047","310,584","(X)","758,715","±10,050","758,715","(X)","127,256","±4,772","127,256","(X)","245,821","±6,033","245,821","(X)","481,427","±9,077","481,427","(X)","150,586","±5,834","150,586","(X)","1,171,177","±13,741","1,171,177","(X)","230,992","±6,940","230,992","(X)","3,341,892","±23,542","3,341,892","(X)","1,314,240","±16,809","1,314,240","(X)","117,957","±4,253","117,957","(X)","1,523,946","±17,285","1,523,946","(X)","472,973","±7,998","472,973","(X)","585,946","±9,440","585,946","(X)","1,534,281","±15,618","1,534,281","(X)","147,893","±5,566","147,893","(X)","532,859","±12,060","532,859","(X)","104,451","±4,002","104,451","(X)","824,556","±14,043","824,556","(X)","3,630,018","±26,727","3,630,018","(X)","289,140","±8,119","289,140","(X)","72,440","±3,673","72,440","(X)","1,027,394","±13,657","1,027,394","(X)","1,043,608","±13,182","1,043,608","(X)","159,789","±7,059","159,789","(X)","753,701","±11,032","753,701","(X)","59,357","±3,863","59,357","(X)","226,277","±8,387","226,277","(X)"
"        Less than $500","88,556","±5,102","16.7%","±0.9","5,775","±1,181","7.1%","±1.4","55,604","±4,282","6.3%","±0.5","64,088","±4,101","17.6%","±1.1","282,259","±9,768","4.9%","±0.2","41,803","±3,806","5.6%","±0.5","48,156","±4,070","10.4%","±0.8","9,065","±1,477","8.4%","±1.4","17,252","±2,678","10.3%","±1.5","131,675","±6,751","5.1%","±0.3","114,731","±7,282","8.8%","±0.5","12,308","±1,691","7.0%","±1.0","21,149","±2,210","12.0%","±1.2","174,309","±7,695","11.0%","±0.5","86,991","±5,186","11.5%","±0.7","53,502","±3,393","15.0%","±0.9","43,915","±3,593","12.1%","±1.0","86,907","±5,047","16.6%","±0.9","72,058","±4,051","14.0%","±0.8","25,051","±3,015","17.1%","±1.8","51,843","±3,722","7.3%","±0.5","132,061","±5,671","13.6%","±0.6","124,357","±4,843","11.6%","±0.5","71,365","±3,676","11.9%","±0.6","59,018","±3,847","19.0%","±1.1","90,208","±4,800","11.9%","±0.6","18,045","±2,016","14.2%","±1.6","27,509","±2,462","11.2%","±0.9","16,903","±2,077","3.5%","±0.4","13,232","±2,215","8.8%","±1.4","91,319","±5,627","7.8%","±0.5","31,835","±3,194","13.8%","±1.4","352,098","±10,472","10.5%","±0.3","140,900","±7,245","10.7%","±0.5","16,788","±2,218","14.2%","±1.8","198,499","±7,770","13.0%","±0.5","59,738","±3,124","12.6%","±0.6","37,676","±3,343","6.4%","±0.6","181,465","±6,881","11.8%","±0.4","24,129","±3,103","16.3%","±2.1","54,767","±4,345","10.3%","±0.8","18,309","±1,888","17.5%","±1.8","95,618","±5,118","11.6%","±0.6","229,019","±9,746","6.3%","±0.3","17,306","±2,240","6.0%","±0.8","8,169","±1,205","11.3%","±1.6","76,429","±4,987","7.4%","±0.5","67,291","±4,984","6.4%","±0.5","33,314","±2,958","20.8%","±1.7","73,137","±3,880","9.7%","±0.5","7,601","±1,521","12.8%","±2.6","119,844","±6,272","53.0%","±1.8"
"        $500 to $999","295,886","±8,998","55.8%","±1.3","22,547","±2,097","27.6%","±2.4","307,381","±8,716","34.8%","±0.8","226,358","±7,607","62.1%","±1.4","802,667","±15,892","13.9%","±0.3","134,293","±5,907","18.1%","±0.8","113,080","±5,774","24.4%","±1.2","31,612","±3,193","29.2%","±2.6","21,161","±2,880","12.6%","±1.7","640,439","±15,689","25.0%","±0.5","485,673","±11,941","37.1%","±0.9","20,977","±2,553","11.9%","±1.4","87,942","±3,988","50.0%","±2.1","595,650","±10,850","37.5%","±0.6","445,619","±9,360","58.9%","±1.0","204,081","±6,142","57.2%","±1.2","190,360","±6,359","52.6%","±1.2","307,325","±8,235","58.6%","±1.3","272,046","±9,432","52.8%","±1.3","66,883","±4,128","45.6%","±2.2","111,066","±5,905","15.5%","±0.8","175,144","±6,556","18.1%","±0.6","544,850","±12,015","50.9%","±0.9","221,228","±8,210","36.9%","±1.1","177,355","±7,670","57.1%","±1.8","429,217","±10,256","56.6%","±1.2","66,057","±3,593","51.9%","±2.1","137,842","±4,817","56.1%","±1.5","149,780","±5,847","31.1%","±1.1","44,770","±3,895","29.7%","±2.1","172,896","±7,606","14.8%","±0.6","119,472","±5,094","51.7%","±1.7","770,816","±16,375","23.1%","±0.4","611,448","±15,048","46.5%","±0.9","66,453","±4,277","56.3%","±2.7","887,453","±13,328","58.2%","±0.7","274,921","±7,504","58.1%","±1.1","163,548","±6,940","27.9%","±1.1","657,847","±13,123","42.9%","±0.7","44,234","±3,992","29.9%","±2.3","256,286","±8,679","48.1%","±1.3","59,441","±3,668","56.9%","±2.5","401,926","±9,874","48.7%","±1.0","1,290,075","±19,841","35.5%","±0.5","101,714","±5,097","35.2%","±1.4","29,507","±2,336","40.7%","±2.5","272,230","±8,444","26.5%","±0.7","226,372","±8,584","21.7%","±0.8","96,330","±6,128","60.3%","±2.3","424,916","±8,831","56.4%","±0.9","32,364","±3,240","54.5%","±3.9","89,772","±5,170","39.7%","±1.8"
"        $1,000 to $1,499","118,940","±6,703","22.4%","±1.2","26,322","±2,494","32.3%","±2.8","339,753","±9,454","38.5%","±0.9","59,815","±4,472","16.4%","±1.2","1,479,762","±20,138","25.7%","±0.3","264,721","±9,479","35.8%","±1.1","168,381","±6,484","36.3%","±1.1","50,042","±3,544","46.2%","±2.6","37,599","±3,259","22.4%","±2.0","1,009,291","±16,453","39.4%","±0.6","472,168","±12,371","36.0%","±0.7","44,267","±3,978","25.2%","±2.1","47,997","±3,690","27.3%","±1.7","479,141","±12,320","30.2%","±0.7","179,236","±7,657","23.7%","±0.9","76,163","±3,890","21.3%","±1.0","95,941","±5,152","26.5%","±1.2","105,914","±5,672","20.2%","±1.0","129,887","±7,472","25.2%","±1.3","39,388","±3,574","26.8%","±2.1","245,753","±8,573","34.4%","±1.1","245,174","±9,217","25.3%","±0.9","302,667","±8,824","28.3%","±0.7","193,614","±6,171","32.3%","±1.0","62,884","±5,157","20.2%","±1.6","189,123","±9,179","24.9%","±1.1","31,372","±2,904","24.7%","±2.1","60,197","±3,227","24.5%","±1.2","200,477","±7,204","41.6%","±1.2","56,514","±4,316","37.5%","±2.3","432,860","±11,532","37.0%","±0.9","59,556","±4,474","25.8%","±1.6","860,242","±16,354","25.7%","±0.5","410,371","±11,284","31.2%","±0.9","26,875","±2,558","22.8%","±2.1","343,402","±10,632","22.5%","±0.6","110,834","±5,362","23.4%","±1.1","229,547","±8,788","39.2%","±1.3","466,323","±11,318","30.4%","±0.7","50,786","±4,386","34.3%","±2.5","160,342","±7,681","30.1%","±1.3","21,037","±2,879","20.1%","±2.6","238,706","±8,836","28.9%","±0.9","1,343,012","±20,867","37.0%","±0.5","111,849","±5,583","38.7%","±1.5","23,732","±2,297","32.8%","±2.6","305,138","±10,891","29.7%","±0.9","316,019","±9,612","30.3%","±0.8","25,476","±2,872","15.9%","±1.7","199,150","±6,352","26.4%","±0.7","12,939","±2,187","21.8%","±3.3","12,473","±1,801","5.5%","±0.8"
"        $1,500 to $1,999","19,989","±2,694","3.8%","±0.5","15,630","±2,119","19.2%","±2.5","135,539","±6,039","15.4%","±0.7","9,959","±1,787","2.7%","±0.5","1,394,796","±21,544","24.2%","±0.3","193,156","±8,113","26.1%","±1.0","84,436","±5,413","18.2%","±1.1","13,791","±2,009","12.7%","±1.8","38,659","±3,618","23.0%","±2.0","523,816","±15,836","20.4%","±0.5","184,058","±9,814","14.0%","±0.7","34,066","±3,022","19.4%","±1.6","14,581","±2,424","8.3%","±1.3","199,826","±7,850","12.6%","±0.5","33,043","±3,664","4.4%","±0.5","15,519","±2,416","4.3%","±0.6","21,342","±2,601","5.9%","±0.7","17,946","±2,638","3.4%","±0.5","31,469","±3,297","6.1%","±0.6","11,998","±1,900","8.2%","±1.3","194,292","±7,775","27.2%","±1.0","196,610","±6,547","20.3%","±0.6","70,136","±4,498","6.5%","±0.4","80,155","±4,243","13.4%","±0.7","8,961","±1,696","2.9%","±0.5","34,473","±3,484","4.5%","±0.5","7,866","±1,398","6.2%","±1.0","14,810","±2,000","6.0%","±0.8","86,733","±5,399","18.0%","±1.1","27,143","±2,883","18.0%","±2.0","274,871","±9,695","23.5%","±0.8","15,205","±2,043","6.6%","±0.9","648,853","±14,293","19.4%","±0.4","113,414","±5,983","8.6%","±0.4","6,815","±1,943","5.8%","±1.7","64,944","±4,533","4.3%","±0.3","19,961","±2,228","4.2%","±0.5","107,827","±5,143","18.4%","±0.9","152,834","±7,233","10.0%","±0.5","20,190","±2,161","13.7%","±1.4","45,078","±4,475","8.5%","±0.8","3,991","±871","3.8%","±0.8","62,631","±4,925","7.6%","±0.6","543,904","±16,607","15.0%","±0.4","44,317","±3,762","15.3%","±1.3","7,587","±1,216","10.5%","±1.6","216,537","±9,329","21.1%","±0.8","246,063","±10,154","23.6%","±0.9","3,561","±1,119","2.2%","±0.7","39,800","±3,189","5.3%","±0.4","5,021","±1,194","8.5%","±2.0","1,745","±664","0.8%","±0.3"
