"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"        1.51 or more","10,828","±2,043","0.6%","±0.1","8,436","±1,507","3.4%","±0.6","37,761","±3,250","1.5%","±0.1","8,083","±1,673","0.7%","±0.1","386,960","±9,528","3.0%","±0.1","17,736","±2,290","0.8%","±0.1","7,487","±1,794","0.6%","±0.1","1,615","±926","0.5%","±0.3","4,866","±1,013","1.7%","±0.4","74,600","±4,951","1.0%","±0.1","23,387","±3,265","0.6%","±0.1","15,013","±1,752","3.3%","±0.4","3,857","±1,101","0.6%","±0.2","35,185","±3,383","0.7%","±0.1","11,809","±1,960","0.5%","±0.1","6,598","±1,363","0.5%","±0.1","8,430","±1,652","0.7%","±0.1","8,124","±1,586","0.5%","±0.1","9,637","±1,900","0.6%","±0.1","2,699","±818","0.5%","±0.1","15,106","±2,192","0.7%","±0.1","15,563","±2,055","0.6%","±0.1","14,796","±1,944","0.4%","±0.1","14,455","±1,571","0.7%","±0.1","6,799","±1,261","0.6%","±0.1","12,288","±2,210","0.5%","±0.1","3,671","±932","0.9%","±0.2","3,389","±940","0.4%","±0.1","15,536","±2,072","1.4%","±0.2","3,173","±1,033","0.6%","±0.2","35,317","±3,521","1.1%","±0.1","8,110","±1,432","1.1%","±0.2","137,413","±5,702","1.9%","±0.1","23,719","±2,696","0.6%","±0.1","1,473","±575","0.5%","±0.2","15,110","±2,156","0.3%","±0.1","11,673","±1,332","0.8%","±0.1","15,089","±2,112","0.9%","±0.1","21,543","±2,208","0.4%","±0.1","2,207","±744","0.5%","±0.2","9,121","±1,699","0.5%","±0.1","2,851","±913","0.8%","±0.3","12,969","±2,319","0.5%","±0.1","130,786","±6,790","1.4%","±0.1","7,422","±1,546","0.8%","±0.2","975","±328","0.4%","±0.1","18,269","±2,234","0.6%","±0.1","29,914","±3,223","1.1%","±0.1","2,692","±855","0.4%","±0.1","9,422","±1,498","0.4%","±0.1","1,635","±764","0.7%","±0.3","7,020","±1,541","0.6%","±0.1"
"VALUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Owner-occupied units","1,253,199","±12,678","1,253,199","(X)","159,344","±3,559","159,344","(X)","1,652,321","±12,356","1,652,321","(X)","752,399","±11,287","752,399","(X)","7,125,090","±26,839","7,125,090","(X)","1,394,824","±10,847","1,394,824","(X)","898,234","±7,622","898,234","(X)","253,948","±5,292","253,948","(X)","118,805","±3,235","118,805","(X)","5,010,187","±26,720","5,010,187","(X)","2,354,922","±19,925","2,354,922","(X)","268,078","±4,714","268,078","(X)","435,493","±6,933","435,493","(X)","3,182,232","±18,239","3,182,232","(X)","1,765,500","±14,956","1,765,500","(X)","900,362","±9,741","900,362","(X)","743,508","±8,948","743,508","(X)","1,146,668","±12,735","1,146,668","(X)","1,132,229","±12,824","1,132,229","(X)","395,809","±5,987","395,809","(X)","1,472,500","±10,315","1,472,500","(X)","1,623,515","±11,340","1,623,515","(X)","2,803,372","±15,813","2,803,372","(X)","1,547,594","±10,546","1,547,594","(X)","748,055","±10,139","748,055","(X)","1,596,870","±15,553","1,596,870","(X)","292,585","±4,359","292,585","(X)","500,086","±6,928","500,086","(X)","619,309","±7,889","619,309","(X)","369,037","±5,901","369,037","(X)","2,053,929","±12,820","2,053,929","(X)","521,450","±7,322","521,450","(X)","3,930,033","±20,800","3,930,033","(X)","2,586,616","±16,311","2,586,616","(X)","200,554","±4,137","200,554","(X)","3,070,181","±16,573","3,070,181","(X)","962,483","±6,980","962,483","(X)","1,007,015","±9,420","1,007,015","(X)","3,421,017","±18,098","3,421,017","(X)","248,723","±5,299","248,723","(X)","1,309,670","±12,305","1,309,670","(X)","233,092","±4,186","233,092","(X)","1,693,790","±16,621","1,693,790","(X)","5,964,183","±30,479","5,964,183","(X)","681,563","±7,026","681,563","(X)","178,405","±3,788","178,405","(X)","2,077,417","±16,923","2,077,417","(X)","1,783,549","±14,805","1,783,549","(X)","518,882","±7,414","518,882","(X)","1,565,599","±10,504","1,565,599","(X)","159,792","±4,280","159,792","(X)","802,024","±10,541","802,024","(X)"
"        Less than $50,000","167,237","±6,399","13.3%","±0.5","11,347","±1,735","7.1%","±1.1","123,521","±5,108","7.5%","±0.3","102,510","±4,691","13.6%","±0.6","190,316","±7,034","2.7%","±0.1","47,265","±3,201","3.4%","±0.2","16,118","±1,793","1.8%","±0.2","12,385","±1,704","4.9%","±0.7","1,494","±682","1.3%","±0.6","363,055","±9,805","7.2%","±0.2","194,008","±6,274","8.2%","±0.3","2,082","±648","0.8%","±0.2","23,034","±2,057","5.3%","±0.5","196,307","±5,812","6.2%","±0.2","147,844","±5,571","8.4%","±0.3","77,293","±4,152","8.6%","±0.4","81,520","±3,678","11.0%","±0.5","144,616","±5,406","12.6%","±0.5","130,930","±5,205","11.6%","±0.4","27,443","±2,019","6.9%","±0.5","39,951","±2,874","2.7%","±0.2","21,460","±1,805","1.3%","±0.1","323,639","±8,245","11.5%","±0.3","66,445","±2,715","4.3%","±0.2","126,792","±5,206","16.9%","±0.6","147,638","±5,092","9.2%","±0.3","22,036","±2,098","7.5%","±0.7","40,985","±2,347","8.2%","±0.4","26,580","±2,044","4.3%","±0.3","15,386","±1,750","4.2%","±0.5","46,058","±3,726","2.2%","±0.2","54,512","±2,765","10.5%","±0.5","171,301","±5,109","4.4%","±0.1","209,860","±6,681","8.1%","±0.3","20,291","±1,682","10.1%","±0.8","261,599","±7,764","8.5%","±0.2","119,800","±3,699","12.4%","±0.4","48,843","±3,890","4.9%","±0.4","240,605","±6,633","7.0%","±0.2","5,073","±952","2.0%","±0.4","150,862","±7,310","11.5%","±0.5","26,124","±1,783","11.2%","±0.7","135,226","±5,423","8.0%","±0.3","538,375","±13,975","9.0%","±0.2","22,616","±2,224","3.3%","±0.3","8,205","±1,355","4.6%","±0.7","92,104","±4,282","4.4%","±0.2","63,791","±3,783","3.6%","±0.2","86,202","±3,721","16.6%","±0.7","71,787","±3,258","4.6%","±0.2","14,950","±1,987","9.4%","±1.1","74,729","±4,430","9.3%","±0.5"
"        $50,000 to $99,999","262,856","±7,953","21.0%","±0.6","6,983","±842","4.4%","±0.5","127,376","±4,878","7.7%","±0.3","180,357","±6,294","24.0%","±0.8","155,554","±6,075","2.2%","±0.1","42,170","±3,053","3.0%","±0.2","28,007","±2,391","3.1%","±0.3","9,685","±1,372","3.8%","±0.5","1,149","±555","1.0%","±0.5","557,574","±12,123","11.1%","±0.2","344,833","±9,220","14.6%","±0.4","3,482","±973","1.3%","±0.4","33,612","±2,999","7.7%","±0.7","451,703","±9,553","14.2%","±0.3","403,312","±8,565","22.8%","±0.4","188,093","±5,749","20.9%","±0.5","154,904","±5,206","20.8%","±0.7","227,588","±7,472","19.8%","±0.6","183,828","±7,246","16.2%","±0.6","48,515","±2,377","12.3%","±0.6","60,416","±3,385","4.1%","±0.2","21,138","±2,360","1.3%","±0.1","500,772","±8,065","17.9%","±0.2","122,433","±4,270","7.9%","±0.3","187,069","±5,516","25.0%","±0.6","289,136","±8,365","18.1%","±0.4","23,588","±1,996","8.1%","±0.7","84,351","±3,332","16.9%","±0.6","28,855","±2,856","4.7%","±0.5","15,104","±1,456","4.1%","±0.4","57,493","±3,490","2.8%","±0.2","67,107","±3,680","12.9%","±0.7","390,467","±8,421","9.9%","±0.2","390,480","±9,379","15.1%","±0.3","23,401","±1,989","11.7%","±0.9","667,903","±10,534","21.8%","±0.3","213,076","±5,063","22.1%","±0.5","33,350","±2,497","3.3%","±0.2","500,459","±8,864","14.6%","±0.2","5,015","±937","2.0%","±0.4","212,827","±6,950","16.3%","±0.5","35,810","±2,098","15.4%","±0.9","289,732","±7,415","17.1%","±0.4","971,127","±16,322","16.3%","±0.2","16,842","±1,837","2.5%","±0.3","12,217","±1,305","6.8%","±0.7","135,852","±5,033","6.5%","±0.2","57,559","±3,586","3.2%","±0.2","130,525","±5,560","25.2%","±1.0","199,947","±4,920","12.8%","±0.3","9,557","±1,350","6.0%","±0.9","272,727","±10,184","34.0%","±1.2"
"        $100,000 to $149,999","233,845","±7,249","18.7%","±0.5","10,374","±1,321","6.5%","±0.8","193,371","±6,558","11.7%","±0.4","157,926","±6,048","21.0%","±0.8","184,328","±6,694","2.6%","±0.1","60,134","±3,488","4.3%","±0.2","80,822","±4,370","9.0%","±0.5","18,063","±1,803","7.1%","±0.7","471","±306","0.4%","±0.3","623,599","±14,439","12.4%","±0.3","398,364","±10,847","16.9%","±0.5","4,983","±1,107","1.9%","±0.4","65,043","±4,109","14.9%","±1.0","483,387","±7,765","15.2%","±0.2","402,718","±10,506","22.8%","±0.5","187,979","±5,903","20.9%","±0.6","133,457","±4,657","17.9%","±0.6","242,289","±7,933","21.1%","±0.7","189,024","±6,646","16.7%","±0.6","62,348","±3,925","15.8%","±0.9","93,751","±3,882","6.4%","±0.3","56,097","±4,032","3.5%","±0.2","511,159","±8,587","18.2%","±0.3","179,962","±5,110","11.6%","±0.3","138,134","±5,558","18.5%","±0.7","315,159","±7,516","19.7%","±0.4","29,978","±2,056","10.2%","±0.7","111,423","±4,488","22.3%","±0.8","50,280","±3,446","8.1%","±0.5","27,083","±2,250","7.3%","±0.6","113,361","±4,834","5.5%","±0.2","90,334","±4,672","17.3%","±0.8","420,781","±10,278","10.7%","±0.2","473,129","±11,531","18.3%","±0.4","26,731","±2,183","13.3%","±1.1","680,674","±11,805","22.2%","±0.4","194,852","±5,628","20.2%","±0.6","52,868","±3,621","5.2%","±0.4","559,738","±10,555","16.4%","±0.3","16,446","±1,826","6.6%","±0.7","229,365","±7,620","17.5%","±0.6","36,419","±2,456","15.6%","±1.0","300,706","±7,875","17.8%","±0.4","978,817","±16,125","16.4%","±0.3","44,490","±2,769","6.5%","±0.4","21,754","±1,711","12.2%","±0.9","198,673","±7,456","9.6%","±0.3","96,450","±4,280","5.4%","±0.2","95,050","±4,945","18.3%","±0.9","313,502","±7,049","20.0%","±0.4","19,387","±2,296","12.1%","±1.4","238,824","±7,852","29.8%","±0.9"
"        $150,000 to $199,999","201,043","±6,809","16.0%","±0.5","18,203","±1,766","11.4%","±1.1","273,719","±6,951","16.6%","±0.4","120,999","±4,903","16.1%","±0.6","274,885","±7,493","3.9%","±0.1","105,522","±4,831","7.6%","±0.3","143,985","±5,016","16.0%","±0.5","39,293","±2,800","15.5%","±1.0","1,918","±694","1.6%","±0.6","783,330","±12,267","15.6%","±0.2","412,476","±10,590","17.5%","±0.4","5,403","±1,114","2.0%","±0.4","86,323","±4,180","19.8%","±0.9","499,847","±9,695","15.7%","±0.3","311,073","±9,237","17.6%","±0.5","158,777","±5,225","17.6%","±0.5","124,581","±5,344","16.8%","±0.7","194,766","±6,033","17.0%","±0.5","213,645","±7,572","18.9%","±0.6","70,749","±3,279","17.9%","±0.8","143,202","±6,409","9.7%","±0.4","112,507","±5,612","6.9%","±0.3","488,611","±9,059","17.4%","±0.3","286,684","±6,877","18.5%","±0.4","116,241","±5,425","15.5%","±0.7","285,683","±7,421","17.9%","±0.5","44,445","±2,864","15.2%","±0.9","95,649","±3,633","19.1%","±0.7","84,320","±5,012","13.6%","±0.8","52,247","±3,194","14.2%","±0.8","197,538","±6,793","9.6%","±0.3","99,888","±4,152","19.2%","±0.7","371,938","±7,881","9.5%","±0.2","435,160","±9,422","16.8%","±0.3","32,888","±2,262","16.4%","±1.1","531,406","±10,481","17.3%","±0.3","168,722","±5,166","17.5%","±0.5","93,135","±4,827","9.2%","±0.5","595,054","±10,075","17.4%","±0.3","43,497","±3,111","17.5%","±1.2","215,130","±6,587","16.4%","±0.5","44,840","±3,226","19.2%","±1.3","294,341","±7,127","17.4%","±0.4","957,220","±16,979","16.0%","±0.3","93,739","±4,443","13.8%","±0.6","32,075","±1,910","18.0%","±1.0","274,282","±7,721","13.2%","±0.3","149,891","±5,427","8.4%","±0.3","80,701","±4,456","15.6%","±0.9","305,522","±6,125","19.5%","±0.4","28,736","±2,413","18.0%","±1.4","113,497","±5,935","14.2%","±0.7"
"        $200,000 to $299,999","209,569","±6,492","16.7%","±0.5","44,537","±2,751","28.0%","±1.7","418,615","±9,420","25.3%","±0.5","111,757","±5,110","14.9%","±0.7","781,917","±12,287","11.0%","±0.2","292,816","±7,739","21.0%","±0.5","242,448","±5,879","27.0%","±0.6","82,701","±4,186","32.6%","±1.5","11,800","±1,619","9.9%","±1.4","1,172,577","±17,676","23.4%","±0.3","455,866","±11,248","19.4%","±0.4","21,782","±2,094","8.1%","±0.8","115,428","±5,162","26.5%","±1.1","688,930","±11,252","21.6%","±0.3","276,335","±7,402","15.7%","±0.4","162,929","±4,687","18.1%","±0.5","134,164","±4,142","18.0%","±0.6","187,109","±5,668","16.3%","±0.5","234,237","±6,000","20.7%","±0.5","95,544","±3,899","24.1%","±0.9","361,761","±7,737","24.6%","±0.5","314,771","±7,527","19.4%","±0.4","516,042","±8,673","18.4%","±0.3","441,213","±6,541","28.5%","±0.4","107,841","±5,117","14.4%","±0.7","301,098","±7,900","18.9%","±0.5","82,087","±3,537","28.1%","±1.1","95,802","±3,528","19.2%","±0.7","197,702","±6,126","31.9%","±0.9","120,861","±4,623","32.8%","±1.1","464,860","±9,736","22.6%","±0.5","107,744","±5,101","20.7%","±0.9","540,004","±9,754","13.7%","±0.2","506,772","±9,696","19.6%","±0.4","52,093","±3,021","26.0%","±1.4","528,745","±10,341","17.2%","±0.3","148,882","±4,161","15.5%","±0.5","234,853","±6,751","23.3%","±0.6","734,210","±11,173","21.5%","±0.3","82,086","±4,040","33.0%","±1.5","238,714","±7,059","18.2%","±0.5","50,133","±2,599","21.5%","±1.1","332,619","±8,378","19.6%","±0.5","1,166,461","±18,061","19.6%","±0.3","212,131","±5,746","31.1%","±0.8","49,523","±2,468","27.8%","±1.3","449,509","±7,948","21.6%","±0.3","394,719","±9,469","22.1%","±0.5","73,225","±4,098","14.1%","±0.7","372,458","±6,545","23.8%","±0.4","44,171","±3,011","27.6%","±1.7","65,639","±5,070","8.2%","±0.6"
"        $300,000 to $499,999","125,711","±5,080","10.0%","±0.4","53,198","±2,794","33.4%","±1.6","354,447","±7,958","21.5%","±0.5","55,947","±3,605","7.4%","±0.5","1,912,655","±16,848","26.8%","±0.2","522,714","±9,220","37.5%","±0.6","235,988","±5,536","26.3%","±0.6","68,479","±3,404","27.0%","±1.2","30,352","±2,513","25.5%","±2.0","988,812","±15,202","19.7%","±0.3","360,467","±9,157","15.3%","±0.4","57,643","±3,067","21.5%","±1.1","84,745","±4,379","19.5%","±0.9","572,681","±8,911","18.0%","±0.3","163,886","±6,211","9.3%","±0.3","96,297","±3,639","10.7%","±0.4","85,702","±3,388","11.5%","±0.4","107,896","±4,085","9.4%","±0.3","126,736","±5,077","11.2%","±0.4","65,839","±2,845","16.6%","±0.6","480,298","±8,828","32.6%","±0.6","583,693","±8,123","36.0%","±0.5","336,515","±6,477","12.0%","±0.2","327,987","±5,648","21.2%","±0.4","51,083","±3,403","6.8%","±0.4","187,402","±5,262","11.7%","±0.3","62,268","±3,069","21.3%","±1.0","54,410","±3,237","10.9%","±0.7","166,992","±5,616","27.0%","±0.9","102,722","±4,008","27.8%","±1.0","689,776","±10,491","33.6%","±0.5","70,564","±3,363","13.5%","±0.7","902,166","±11,744","23.0%","±0.3","386,600","±8,921","14.9%","±0.3","34,122","±2,550","17.0%","±1.2","295,908","±6,713","9.6%","±0.2","83,062","±3,878","8.6%","±0.4","346,410","±7,058","34.4%","±0.6","553,313","±8,246","16.2%","±0.2","68,433","±3,995","27.5%","±1.5","169,972","±5,728","13.0%","±0.4","30,005","±2,248","12.9%","±1.0","227,888","±7,531","13.5%","±0.4","915,187","±14,960","15.3%","±0.2","208,869","±6,159","30.6%","±0.8","40,337","±2,344","22.6%","±1.3","509,098","±9,817","24.5%","±0.4","552,868","±10,670","31.0%","±0.5","39,946","±3,318","7.7%","±0.6","226,846","±5,615","14.5%","±0.3","28,848","±2,484","18.1%","±1.5","25,704","±2,744","3.2%","±0.3"
"        $500,000 to $999,999","43,631","±2,955","3.5%","±0.2","13,400","±1,421","8.4%","±0.9","134,311","±5,405","8.1%","±0.3","18,868","±1,828","2.5%","±0.2","2,554,234","±18,098","35.8%","±0.2","277,488","±5,759","19.9%","±0.4","108,670","±3,932","12.1%","±0.4","19,698","±1,691","7.8%","±0.7","49,622","±2,748","41.8%","±2.0","394,938","±8,774","7.9%","±0.2","155,582","±5,713","6.6%","±0.2","130,921","±4,299","48.8%","±1.4","22,830","±2,231","5.2%","±0.5","232,691","±6,228","7.3%","±0.2","49,105","±3,216","2.8%","±0.2","24,241","±2,149","2.7%","±0.2","24,557","±2,195","3.3%","±0.3","34,804","±2,620","3.0%","±0.2","43,422","±3,267","3.8%","±0.3","20,453","±1,927","5.2%","±0.5","247,447","±4,929","16.8%","±0.3","413,990","±8,124","25.5%","±0.4","104,185","±3,808","3.7%","±0.1","104,658","±3,837","6.8%","±0.2","15,863","±2,012","2.1%","±0.3","56,265","±3,361","3.5%","±0.2","21,623","±2,364","7.4%","±0.8","14,210","±1,483","2.8%","±0.3","52,593","±3,121","8.5%","±0.5","30,513","±1,991","8.3%","±0.6","412,217","±8,567","20.1%","±0.4","23,453","±1,835","4.5%","±0.4","824,102","±11,236","21.0%","±0.3","153,580","±5,068","5.9%","±0.2","9,859","±1,777","4.9%","±0.9","87,437","±4,258","2.8%","±0.1","27,899","±2,146","2.9%","±0.2","171,958","±6,000","17.1%","±0.6","200,890","±5,971","5.9%","±0.2","23,133","±2,050","9.3%","±0.8","73,176","±3,649","5.6%","±0.3","8,044","±1,191","3.5%","±0.5","92,112","±4,815","5.4%","±0.3","343,732","±8,239","5.8%","±0.1","70,557","±3,440","10.4%","±0.5","12,259","±1,311","6.9%","±0.7","360,057","±6,919","17.3%","±0.3","377,715","±6,772","21.2%","±0.4","10,520","±1,635","2.0%","±0.3","64,039","±2,656","4.1%","±0.2","10,234","±1,358","6.4%","±0.8","7,599","±1,353","0.9%","±0.2"
"        $1,000,000 or more","9,307","±1,235","0.7%","±0.1","1,302","±575","0.8%","±0.4","26,961","±2,495","1.6%","±0.1","4,035","±1,082","0.5%","±0.1","1,071,201","±11,847","15.0%","±0.2","46,715","±2,439","3.3%","±0.2","42,196","±2,841","4.7%","±0.3","3,644","±804","1.4%","±0.3","21,999","±1,867","18.5%","±1.5","126,302","±4,344","2.5%","±0.1","33,326","±2,682","1.4%","±0.1","41,782","±2,651","15.6%","±1.0","4,478","±890","1.0%","±0.2","56,686","±3,237","1.8%","±0.1","11,227","±1,401","0.6%","±0.1","4,753","±846","0.5%","±0.1","4,623","±846","0.6%","±0.1","7,600","±1,245","0.7%","±0.1","10,407","±1,500","0.9%","±0.1","4,918","±808","1.2%","±0.2","45,674","±2,505","3.1%","±0.2","99,859","±4,166","6.2%","±0.3","22,449","±2,042","0.8%","±0.1","18,212","±1,659","1.2%","±0.1","5,032","±1,257","0.7%","±0.2","14,489","±1,670","0.9%","±0.1","6,560","±1,113","2.2%","±0.4","3,256","±800","0.7%","±0.2","11,987","±1,566","1.9%","±0.3","5,121","±980","1.4%","±0.3","72,626","±3,309","3.5%","±0.2","7,848","±1,147","1.5%","±0.2","309,274","±9,215","7.9%","±0.2","31,035","±2,560","1.2%","±0.1","1,169","±456","0.6%","±0.2","16,509","±1,729","0.5%","±0.1","6,190","±978","0.6%","±0.1","25,598","±2,317","2.5%","±0.2","36,748","±2,552","1.1%","±0.1","5,040","±1,018","2.0%","±0.4","19,624","±2,002","1.5%","±0.2","1,717","±526","0.7%","±0.2","21,166","±2,232","1.2%","±0.1","93,264","±4,150","1.6%","±0.1","12,319","±1,565","1.8%","±0.2","2,035","±621","1.1%","±0.3","57,842","±2,620","2.8%","±0.1","90,556","±3,951","5.1%","±0.2","2,713","±654","0.5%","±0.1","11,498","±1,171","0.7%","±0.1","3,909","±931","2.4%","±0.6","3,305","±1,092","0.4%","±0.1"
"        Median (dollars)","141,300","±1,758","(X)","(X)","273,100","±5,087","(X)","(X)","223,400","±1,876","(X)","(X)","128,500","±1,841","(X)","(X)","509,400","±2,199","(X)","(X)","348,900","±2,122","(X)","(X)","273,100","±2,088","(X)","(X)","252,800","±5,052","(X)","(X)","607,200","±19,159","(X)","(X)","214,000","±1,255","(X)","(X)","173,700","±1,013","(X)","(X)","617,400","±9,241","(X)","(X)","207,100","±3,368","(X)","(X)","195,300","±1,257","(X)","(X)","141,100","±1,049","(X)","(X)","149,100","±1,674","(X)","(X)","150,600","±1,802","(X)","(X)","141,000","±1,619","(X)","(X)","162,500","±1,272","(X)","(X)","191,200","±3,252","(X)","(X)","312,500","±2,817","(X)","(X)","385,400","±2,465","(X)","(X)","155,700","±757","(X)","(X)","224,000","±1,281","(X)","(X)","120,200","±1,849","(X)","(X)","156,700","±1,203","(X)","(X)","231,300","±3,808","(X)","(X)","155,800","±1,954","(X)","(X)","258,200","±3,014","(X)","(X)","263,600","±3,064","(X)","(X)","334,900","±1,880","(X)","(X)","171,300","±2,181","(X)","(X)","314,500","±2,313","(X)","(X)","171,200","±1,016","(X)","(X)","194,700","±5,102","(X)","(X)","144,200","±1,015","(X)","(X)","137,400","±1,523","(X)","(X)","319,200","±3,313","(X)","(X)","181,200","±1,167","(X)","(X)","257,800","±5,409","(X)","(X)","161,800","±1,398","(X)","(X)","167,600","±2,519","(X)","(X)","167,500","±1,112","(X)","(X)","172,200","±747","(X)","(X)","275,100","±2,649","(X)","(X)","226,300","±3,464","(X)","(X)","273,400","±2,310","(X)","(X)","339,000","±2,463","(X)","(X)","119,800","±2,297","(X)","(X)","178,900","±1,377","(X)","(X)","214,300","±5,510","(X)","(X)","109,800","±1,476","(X)","(X)"
"MORTGAGE STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
