"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"        2 rooms","26,572","±3,058","1.2%","±0.1","25,084","±2,354","7.9%","±0.7","111,359","±5,436","3.7%","±0.2","24,456","±2,544","1.8%","±0.2","590,558","±12,984","4.2%","±0.1","91,453","±5,448","3.8%","±0.2","45,998","±3,745","3.0%","±0.2","5,027","±1,344","1.2%","±0.3","31,922","±3,106","10.1%","±1.0","235,502","±8,933","2.5%","±0.1","62,289","±4,753","1.5%","±0.1","44,279","±3,454","8.2%","±0.6","16,625","±2,646","2.3%","±0.4","131,638","±5,962","2.5%","±0.1","47,116","±3,105","1.6%","±0.1","30,226","±2,669","2.2%","±0.2","27,041","±2,736","2.1%","±0.2","31,117","±3,099","1.6%","±0.2","39,778","±3,533","1.9%","±0.2","27,718","±2,528","3.7%","±0.3","51,163","±3,774","2.1%","±0.2","92,892","±4,483","3.2%","±0.2","89,682","±4,391","2.0%","±0.1","70,158","±4,068","2.9%","±0.2","21,945","±2,518","1.7%","±0.2","59,857","±3,977","2.1%","±0.1","18,286","±2,126","3.6%","±0.4","24,152","±2,883","2.9%","±0.3","44,217","±3,294","3.5%","±0.3","19,105","±2,390","3.0%","±0.4","78,697","±4,092","2.2%","±0.1","25,077","±2,858","2.7%","±0.3","314,983","±7,737","3.8%","±0.1","76,692","±4,819","1.7%","±0.1","12,719","±1,896","3.4%","±0.5","92,576","±4,660","1.8%","±0.1","37,007","±2,600","2.1%","±0.1","65,497","±4,443","3.7%","±0.3","122,162","±5,526","2.1%","±0.1","13,022","±1,795","2.8%","±0.4","30,800","±2,932","1.3%","±0.1","11,016","±1,683","2.8%","±0.4","52,148","±3,372","1.8%","±0.1","366,528","±11,781","3.4%","±0.1","24,258","±2,634","2.2%","±0.2","13,713","±1,537","4.1%","±0.5","70,595","±4,267","2.0%","±0.1","128,063","±5,280","4.1%","±0.2","13,859","±1,746","1.6%","±0.2","65,121","±3,217","2.4%","±0.1","7,301","±1,577","2.6%","±0.6","49,907","±4,232","3.2%","±0.3"
"        3 rooms","125,032","±6,467","5.5%","±0.3","41,009","±2,900","12.9%","±0.9","292,329","±9,123","9.7%","±0.3","93,660","±5,277","6.8%","±0.4","1,672,707","±22,871","11.8%","±0.2","235,695","±7,458","9.9%","±0.3","139,194","±6,584","9.2%","±0.4","21,094","±2,501","4.9%","±0.6","67,691","±3,838","21.5%","±1.2","946,678","±15,639","10.0%","±0.2","266,556","±10,174","6.2%","±0.2","73,026","±4,322","13.4%","±0.8","44,623","±3,925","6.2%","±0.5","429,450","±10,366","8.0%","±0.2","188,337","±6,867","6.5%","±0.2","101,027","±5,374","7.2%","±0.4","93,298","±4,543","7.3%","±0.4","137,685","±7,062","6.9%","±0.4","155,213","±6,524","7.5%","±0.3","71,763","±4,195","9.7%","±0.6","181,295","±6,716","7.4%","±0.3","287,506","±9,365","9.9%","±0.3","336,889","±7,374","7.3%","±0.2","218,334","±7,027","9.0%","±0.3","74,927","±4,509","5.7%","±0.3","209,375","±7,308","7.5%","±0.3","46,975","±3,172","9.2%","±0.6","69,636","±3,750","8.3%","±0.4","128,425","±5,439","10.3%","±0.4","57,317","±4,072","9.0%","±0.6","363,233","±9,551","10.0%","±0.3","73,062","±3,846","7.8%","±0.4","1,260,719","±18,704","15.1%","±0.2","331,973","±10,032","7.2%","±0.2","39,227","±3,481","10.5%","±0.9","364,505","±9,010","7.0%","±0.2","124,243","±4,691","7.2%","±0.3","151,096","±6,183","8.5%","±0.3","408,800","±9,307","7.2%","±0.2","51,855","±4,263","11.1%","±0.9","141,410","±5,857","6.2%","±0.3","30,694","±2,687","7.8%","±0.7","205,753","±8,409","7.0%","±0.3","1,139,451","±17,763","10.4%","±0.2","69,772","±4,818","6.4%","±0.4","27,852","±2,631","8.3%","±0.8","239,794","±7,658","6.8%","±0.2","290,856","±8,667","9.4%","±0.3","50,844","±4,036","5.7%","±0.5","224,848","±7,104","8.3%","±0.3","22,574","±2,481","8.2%","±0.9","148,637","±6,731","9.5%","±0.4"
"        4 rooms","328,321","±9,143","14.5%","±0.4","61,070","±3,380","19.3%","±1.1","505,061","±10,533","16.8%","±0.4","227,162","±6,726","16.6%","±0.5","2,741,852","±26,486","19.3%","±0.2","364,206","±9,710","15.3%","±0.4","226,659","±6,513","14.9%","±0.4","53,871","±4,003","12.4%","±0.9","53,847","±3,713","17.1%","±1.2","2,001,420","±24,243","21.2%","±0.3","621,419","±12,478","14.5%","±0.3","113,695","±4,340","20.9%","±0.8","101,217","±5,922","14.0%","±0.8","835,233","±12,731","15.6%","±0.2","403,031","±9,703","14.0%","±0.3","208,431","±6,187","14.9%","±0.4","171,492","±7,639","13.5%","±0.6","324,743","±9,153","16.4%","±0.5","352,118","±8,892","17.1%","±0.4","122,624","±4,955","16.5%","±0.7","322,170","±8,264","13.2%","±0.3","457,207","±8,522","15.8%","±0.3","637,031","±11,358","13.9%","±0.2","335,580","±7,730","13.8%","±0.3","205,493","±8,217","15.5%","±0.6","429,825","±10,708","15.4%","±0.4","83,836","±4,259","16.4%","±0.8","115,750","±5,667","13.8%","±0.7","219,220","±6,709","17.5%","±0.5","104,448","±5,184","16.5%","±0.8","554,161","±12,829","15.3%","±0.4","168,727","±6,412","18.0%","±0.7","1,550,778","±19,610","18.6%","±0.2","767,885","±13,710","16.6%","±0.3","61,564","±3,299","16.4%","±0.9","710,354","±13,540","13.7%","±0.3","273,058","±5,798","15.7%","±0.3","317,494","±9,750","18.0%","±0.6","696,163","±10,798","12.2%","±0.2","81,553","±4,720","17.4%","±1.0","371,621","±8,969","16.3%","±0.4","63,199","±3,888","16.1%","±1.0","478,783","±11,202","16.2%","±0.4","1,797,409","±22,449","16.4%","±0.2","142,818","±5,807","13.2%","±0.5","49,253","±2,456","14.7%","±0.7","493,956","±9,931","14.1%","±0.3","511,106","±10,686","16.5%","±0.3","138,272","±5,292","15.5%","±0.6","436,205","±9,324","16.2%","±0.3","44,254","±3,162","16.0%","±1.1","413,463","±10,272","26.5%","±0.6"
"        5 rooms","520,041","±9,617","23.0%","±0.4","57,841","±3,546","18.2%","±1.1","642,516","±11,471","21.4%","±0.4","345,717","±8,185","25.2%","±0.6","2,784,225","±23,470","19.6%","±0.2","365,469","±9,381","15.3%","±0.4","280,097","±8,563","18.5%","±0.6","71,560","±3,919","16.5%","±0.9","32,590","±2,849","10.4%","±0.9","2,150,442","±23,269","22.8%","±0.2","846,522","±14,922","19.8%","±0.3","111,518","±4,712","20.5%","±0.9","147,303","±4,983","20.4%","±0.7","1,057,605","±13,105","19.7%","±0.2","601,043","±11,138","20.8%","±0.4","250,763","±6,606","17.9%","±0.5","226,757","±7,620","17.8%","±0.6","448,697","±9,362","22.6%","±0.5","510,387","±11,299","24.8%","±0.5","153,863","±4,401","20.7%","±0.6","334,343","±7,263","13.7%","±0.3","527,949","±10,197","18.2%","±0.4","920,585","±10,743","20.0%","±0.2","356,407","±7,877","14.6%","±0.3","337,227","±8,824","25.5%","±0.7","597,910","±10,659","21.4%","±0.4","91,283","±4,406","17.9%","±0.9","127,947","±4,620","15.3%","±0.6","259,233","±7,984","20.7%","±0.6","114,100","±5,652","18.0%","±0.9","604,919","±12,313","16.7%","±0.3","229,787","±7,741","24.5%","±0.8","1,362,241","±18,726","16.4%","±0.2","1,056,098","±14,627","22.8%","±0.3","57,608","±3,671","15.4%","±1.0","995,093","±14,172","19.1%","±0.3","434,497","±6,559","25.1%","±0.4","346,536","±8,147","19.6%","±0.5","903,925","±13,197","15.9%","±0.2","98,625","±5,036","21.1%","±1.1","533,969","±9,893","23.4%","±0.4","69,137","±3,851","17.6%","±1.0","635,051","±12,446","21.5%","±0.4","2,287,984","±21,402","20.9%","±0.2","153,708","±6,219","14.2%","±0.6","61,555","±3,269","18.4%","±1.0","597,766","±11,635","17.0%","±0.3","514,159","±9,806","16.6%","±0.3","201,508","±5,412","22.6%","±0.6","528,692","±9,246","19.6%","±0.3","52,552","±3,025","19.0%","±1.1","580,524","±10,520","37.2%","±0.7"
"        6 rooms","470,232","±9,188","20.8%","±0.4","40,379","±2,800","12.7%","±0.9","551,293","±10,662","18.4%","±0.4","283,711","±7,887","20.7%","±0.6","2,403,237","±20,796","17.0%","±0.1","351,243","±7,674","14.7%","±0.3","262,705","±6,937","17.3%","±0.5","80,981","±4,370","18.7%","±1.0","33,069","±2,814","10.5%","±0.9","1,689,031","±22,562","17.9%","±0.2","816,628","±16,570","19.1%","±0.4","71,996","±3,482","13.3%","±0.6","127,408","±5,377","17.7%","±0.7","941,335","±12,520","17.6%","±0.2","568,695","±9,894","19.7%","±0.3","233,624","±5,506","16.7%","±0.4","217,169","±6,483","17.0%","±0.5","365,691","±7,935","18.4%","±0.4","414,732","±10,240","20.1%","±0.5","126,416","±4,863","17.0%","±0.7","404,882","±9,131","16.5%","±0.4","493,289","±10,702","17.0%","±0.4","897,647","±11,689","19.5%","±0.3","353,711","±6,844","14.5%","±0.3","269,526","±7,494","20.4%","±0.6","519,147","±10,481","18.6%","±0.4","77,998","±4,070","15.3%","±0.8","139,096","±4,600","16.6%","±0.5","233,327","±7,378","18.7%","±0.6","110,379","±4,895","17.4%","±0.8","588,974","±10,517","16.3%","±0.3","177,114","±6,470","18.9%","±0.7","1,235,172","±15,184","14.8%","±0.2","846,404","±13,007","18.3%","±0.3","51,574","±2,889","13.8%","±0.8","1,025,540","±13,735","19.7%","±0.3","354,018","±6,489","20.4%","±0.4","305,150","±8,564","17.3%","±0.5","1,218,759","±14,435","21.4%","±0.3","84,067","±4,314","18.0%","±0.9","439,648","±10,619","19.2%","±0.5","55,895","±3,492","14.2%","±0.9","553,624","±11,259","18.7%","±0.4","1,981,205","±20,597","18.1%","±0.2","142,328","±5,458","13.1%","±0.5","56,610","±2,958","16.9%","±0.9","585,654","±10,914","16.7%","±0.3","507,600","±9,220","16.4%","±0.3","175,460","±4,906","19.7%","±0.5","482,778","±8,552","17.9%","±0.3","43,904","±2,895","15.9%","±1.0","218,411","±7,991","14.0%","±0.5"
"        7 rooms","315,090","±9,195","14.0%","±0.4","28,694","±2,110","9.1%","±0.7","357,424","±8,756","11.9%","±0.3","158,306","±5,266","11.6%","±0.4","1,488,422","±17,499","10.5%","±0.1","280,786","±7,585","11.8%","±0.3","199,834","±6,102","13.2%","±0.4","71,652","±4,210","16.6%","±1.0","23,747","±2,232","7.5%","±0.7","1,002,307","±16,786","10.6%","±0.2","566,420","±12,755","13.2%","±0.3","40,299","±2,939","7.4%","±0.5","94,767","±5,100","13.1%","±0.7","651,613","±11,088","12.2%","±0.2","390,624","±8,962","13.5%","±0.3","184,602","±5,821","13.2%","±0.4","170,969","±5,196","13.4%","±0.4","247,871","±7,371","12.5%","±0.4","253,372","±7,594","12.3%","±0.4","87,267","±4,147","11.8%","±0.6","351,293","±7,635","14.3%","±0.3","344,342","±9,591","11.9%","±0.3","615,820","±10,227","13.4%","±0.2","303,705","±6,498","12.5%","±0.3","180,934","±6,848","13.7%","±0.5","338,953","±9,911","12.1%","±0.4","60,299","±3,499","11.8%","±0.7","107,260","±4,257","12.8%","±0.5","139,331","±5,345","11.1%","±0.4","81,131","±4,082","12.8%","±0.6","444,004","±9,831","12.3%","±0.3","111,332","±4,971","11.9%","±0.5","847,232","±12,279","10.2%","±0.1","560,326","±11,677","12.1%","±0.3","40,615","±2,745","10.8%","±0.7","735,003","±10,511","14.1%","±0.2","207,409","±5,711","12.0%","±0.3","201,482","±6,240","11.4%","±0.4","820,597","±12,040","14.4%","±0.2","55,147","±3,840","11.8%","±0.8","300,119","±8,747","13.1%","±0.4","46,056","±3,260","11.7%","±0.8","381,013","±7,052","12.9%","±0.2","1,220,319","±16,501","11.2%","±0.2","129,319","±5,736","11.9%","±0.5","41,389","±2,320","12.3%","±0.7","457,342","±9,309","13.0%","±0.3","374,975","±9,128","12.1%","±0.3","121,077","±4,648","13.6%","±0.5","333,654","±7,538","12.4%","±0.3","30,464","±2,503","11.0%","±0.9","66,492","±4,266","4.3%","±0.3"
"        8 rooms","192,278","±6,826","8.5%","±0.3","19,846","±2,147","6.3%","±0.7","236,983","±8,060","7.9%","±0.3","99,136","±4,983","7.2%","±0.4","978,928","±14,537","6.9%","±0.1","233,098","±6,871","9.8%","±0.3","143,625","±5,480","9.5%","±0.4","54,680","±3,681","12.6%","±0.9","16,371","±1,988","5.2%","±0.6","620,380","±11,429","6.6%","±0.1","421,802","±10,309","9.8%","±0.2","26,760","±2,012","4.9%","±0.4","67,460","±3,649","9.3%","±0.5","479,602","±9,478","8.9%","±0.2","280,989","±7,122","9.7%","±0.2","144,141","±4,834","10.3%","±0.3","134,482","±5,111","10.6%","±0.4","167,451","±5,534","8.4%","±0.3","154,365","±5,904","7.5%","±0.3","59,290","±3,397","8.0%","±0.5","267,109","±6,748","10.9%","±0.3","262,397","±7,774","9.1%","±0.3","432,199","±8,128","9.4%","±0.2","267,603","±6,105","11.0%","±0.3","102,071","±5,190","7.7%","±0.4","252,748","±6,160","9.1%","±0.2","43,394","±2,724","8.5%","±0.5","86,186","±3,674","10.3%","±0.4","91,679","±4,728","7.3%","±0.4","62,858","±3,380","9.9%","±0.5","376,128","±8,305","10.4%","±0.2","69,130","±3,823","7.4%","±0.4","628,954","±11,485","7.6%","±0.1","373,032","±8,125","8.1%","±0.2","36,228","±2,339","9.7%","±0.6","524,668","±8,858","10.1%","±0.2","131,350","±4,371","7.6%","±0.3","140,433","±5,151","7.9%","±0.3","614,781","±10,959","10.8%","±0.2","35,499","±2,934","7.6%","±0.6","202,239","±6,418","8.9%","±0.3","42,615","±2,571","10.9%","±0.7","265,583","±6,977","9.0%","±0.2","841,270","±14,595","7.7%","±0.1","125,010","±4,488","11.5%","±0.4","30,921","±2,349","9.2%","±0.7","377,083","±10,573","10.7%","±0.3","277,188","±7,382","8.9%","±0.2","78,343","±4,051","8.8%","±0.5","236,737","±4,940","8.8%","±0.2","27,179","±3,006","9.8%","±1.1","35,055","±2,945","2.2%","±0.2"
"        9 rooms or more","247,336","±6,461","11.0%","±0.3","22,931","±1,956","7.2%","±0.6","220,575","±5,835","7.4%","±0.2","109,160","±4,971","8.0%","±0.4","943,175","±12,136","6.7%","±0.1","410,839","±7,094","17.2%","±0.3","185,910","±5,319","12.3%","±0.4","68,330","±3,768","15.8%","±0.9","30,435","±2,530","9.7%","±0.8","602,656","±13,661","6.4%","±0.1","624,971","±14,032","14.6%","±0.3","30,392","±2,122","5.6%","±0.4","107,926","±4,300","15.0%","±0.6","682,316","±11,313","12.7%","±0.2","369,516","±8,571","12.8%","±0.3","224,995","±6,252","16.1%","±0.4","203,733","±5,138","16.0%","±0.4","232,984","±6,986","11.7%","±0.4","152,825","±6,797","7.4%","±0.3","69,185","±3,203","9.3%","±0.4","497,397","±9,520","20.3%","±0.4","350,430","±7,154","12.1%","±0.2","598,213","±8,300","13.0%","±0.2","477,606","±8,772","19.6%","±0.4","111,628","±5,314","8.4%","±0.4","337,099","±7,690","12.1%","±0.3","69,062","±3,496","13.5%","±0.7","153,502","±4,816","18.3%","±0.6","94,407","±3,872","7.6%","±0.3","73,499","±4,211","11.6%","±0.7","526,053","±9,780","14.5%","±0.3","60,029","±3,797","6.4%","±0.4","786,382","±12,329","9.4%","±0.1","536,631","±10,945","11.6%","±0.2","64,576","±3,215","17.2%","±0.9","684,390","±11,494","13.2%","±0.2","137,675","±4,873","7.9%","±0.3","189,273","±6,633","10.7%","±0.4","778,568","±10,353","13.7%","±0.2","37,134","±2,629","7.9%","±0.6","231,696","±7,730","10.1%","±0.3","65,058","±2,983","16.6%","±0.8","345,679","±9,070","11.7%","±0.3","1,069,153","±16,746","9.8%","±0.2","276,280","±6,676","25.5%","±0.6","39,894","±2,774","11.9%","±0.8","637,269","±10,569","18.1%","±0.3","397,618","±7,330","12.8%","±0.2","97,715","±3,758","11.0%","±0.4","330,840","±5,841","12.3%","±0.2","43,168","±3,441","15.6%","±1.2","18,690","±2,343","1.2%","±0.2"
"        Median rooms","5.7","±0.1","(X)","(X)","4.7","±0.1","(X)","(X)","5.3","±0.1","(X)","(X)","5.4","±0.1","(X)","(X)","5.0","±0.1","(X)","(X)","5.7","±0.1","(X)","(X)","5.6","±0.1","(X)","(X)","6.2","±0.1","(X)","(X)","4.1","±0.1","(X)","(X)","5.1","±0.1","(X)","(X)","5.9","±0.1","(X)","(X)","4.6","±0.1","(X)","(X)","5.8","±0.1","(X)","(X)","5.6","±0.1","(X)","(X)","5.8","±0.1","(X)","(X)","5.9","±0.1","(X)","(X)","5.9","±0.1","(X)","(X)","5.6","±0.1","(X)","(X)","5.4","±0.1","(X)","(X)","5.3","±0.1","(X)","(X)","6.2","±0.1","(X)","(X)","5.5","±0.1","(X)","(X)","5.8","±0.1","(X)","(X)","6.0","±0.1","(X)","(X)","5.5","±0.1","(X)","(X)","5.6","±0.1","(X)","(X)","5.5","±0.2","(X)","(X)","6.0","±0.1","(X)","(X)","5.2","±0.2","(X)","(X)","5.6","±0.1","(X)","(X)","5.7","±0.1","(X)","(X)","5.3","±0.1","(X)","(X)","5.0","±0.1","(X)","(X)","5.5","±0.1","(X)","(X)","5.6","±0.1","(X)","(X)","5.9","±0.1","(X)","(X)","5.4","±0.1","(X)","(X)","5.4","±0.1","(X)","(X)","6.0","±0.1","(X)","(X)","5.3","±0.1","(X)","(X)","5.6","±0.1","(X)","(X)","5.7","±0.2","(X)","(X)","5.6","±0.1","(X)","(X)","5.3","±0.1","(X)","(X)","6.4","±0.1","(X)","(X)","5.5","±0.1","(X)","(X)","6.0","±0.1","(X)","(X)","5.5","±0.1","(X)","(X)","5.7","±0.2","(X)","(X)","5.6","±0.1","(X)","(X)","5.6","±0.2","(X)","(X)","4.7","±0.1","(X)","(X)"
"BEDROOMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total housing units","2,258,669","±277","2,258,669","(X)","316,968","±147","316,968","(X)","2,999,185","±422","2,999,185","(X)","1,370,109","±231","1,370,109","(X)","14,177,270","±934","14,177,270","(X)","2,385,495","±329","2,385,495","(X)","1,517,495","±241","1,517,495","(X)","432,853","±146","432,853","(X)","314,843","±99","314,843","(X)","9,441,585","±581","9,441,585","(X)","4,282,254","±434","4,282,254","(X)","542,955","±132","542,955","(X)","721,818","±151","721,818","(X)","5,359,416","±1,065","5,359,416","(X)","2,885,342","±240","2,885,342","(X)","1,397,739","±885","1,397,739","(X)","1,273,776","±235","1,273,776","(X)","1,984,235","±283","1,984,235","(X)","2,061,582","±626","2,061,582","(X)","742,644","±180","742,644","(X)","2,449,123","±302","2,449,123","(X)","2,894,590","±311","2,894,590","(X)","4,595,274","±365","4,595,274","(X)","2,437,726","±470","2,437,726","(X)","1,323,754","±307","1,323,754","(X)","2,792,445","±620","2,792,445","(X)","510,408","±167","510,408","(X)","837,540","±161","837,540","(X)","1,249,733","±178","1,249,733","(X)","634,689","±120","634,689","(X)","3,615,891","±257","3,615,891","(X)","937,976","±183","937,976","(X)","8,327,621","±847","8,327,621","(X)","4,622,656","±769","4,622,656","(X)","374,591","±404","374,591","(X)","5,201,701","±535","5,201,701","(X)","1,734,074","±276","1,734,074","(X)","1,768,582","±504","1,768,582","(X)","5,694,402","±684","5,694,402","(X)","468,266","±90","468,266","(X)","2,284,820","±214","2,284,820","(X)","392,650","±202","392,650","(X)","2,958,799","±236","2,958,799","(X)","10,933,375","±871","10,933,375","(X)","1,084,685","±194","1,084,685","(X)","335,248","±106","335,248","(X)","3,512,917","±441","3,512,917","(X)","3,103,263","±359","3,103,263","(X)","892,240","±234","892,240","(X)","2,695,303","±794","2,695,303","(X)","276,733","±81","276,733","(X)","1,561,802","±7,656","1,561,802","(X)"
"        No bedroom","35,215","±3,511","1.6%","±0.2","20,500","±1,946","6.5%","±0.6","87,024","±4,732","2.9%","±0.2","30,255","±3,012","2.2%","±0.2","636,862","±14,480","4.5%","±0.1","57,871","±4,567","2.4%","±0.2","36,098","±3,601","2.4%","±0.2","6,333","±1,295","1.5%","±0.3","30,590","±3,073","9.7%","±1.0","205,972","±8,251","2.2%","±0.1","58,559","±4,995","1.4%","±0.1","33,092","±2,826","6.1%","±0.5","15,673","±2,515","2.2%","±0.3","168,518","±6,426","3.1%","±0.1","39,592","±3,834","1.4%","±0.1","22,324","±2,155","1.6%","±0.2","31,185","±3,108","2.4%","±0.2","30,202","±2,990","1.5%","±0.2","29,848","±3,196","1.4%","±0.2","25,844","±2,309","3.5%","±0.3","43,894","±3,369","1.8%","±0.1","85,923","±4,743","3.0%","±0.2","73,363","±4,246","1.6%","±0.1","60,759","±4,325","2.5%","±0.2","20,942","±2,829","1.6%","±0.2","50,924","±3,853","1.8%","±0.1","21,190","±2,433","4.2%","±0.5","15,452","±1,953","1.8%","±0.2","42,963","±3,352","3.4%","±0.3","12,819","±1,890","2.0%","±0.3","85,922","±5,090","2.4%","±0.1","25,656","±2,577","2.7%","±0.3","391,802","±10,765","4.7%","±0.1","76,627","±4,405","1.7%","±0.1","11,191","±1,936","3.0%","±0.5","77,093","±4,471","1.5%","±0.1","36,495","±2,674","2.1%","±0.2","58,412","±3,854","3.3%","±0.2","142,560","±6,453","2.5%","±0.1","11,817","±1,900","2.5%","±0.4","36,221","±3,164","1.6%","±0.1","9,687","±1,747","2.5%","±0.4","45,163","±3,516","1.5%","±0.1","244,754","±9,740","2.2%","±0.1","22,563","±2,629","2.1%","±0.2","14,842","±1,658","4.4%","±0.5","58,192","±4,694","1.7%","±0.1","114,649","±6,671","3.7%","±0.2","15,766","±2,045","1.8%","±0.2","61,563","±3,489","2.3%","±0.1","5,612","±1,424","2.0%","±0.5","31,168","±2,763","2.0%","±0.2"
