"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"        9 rooms or more","253,619","±7,991","11.1%","±0.4","25,480","±2,180","8.0%","±0.7","224,338","±6,086","7.4%","±0.2","116,385","±4,535","8.4%","±0.3","946,462","±12,890","6.6%","±0.1","411,227","±8,416","17.0%","±0.3","188,625","±5,384","12.4%","±0.4","67,214","±3,414","15.3%","±0.8","27,419","±2,206","8.6%","±0.7","609,827","±12,411","6.4%","±0.1","656,157","±12,814","15.2%","±0.3","32,596","±2,046","6.0%","±0.4","108,785","±5,147","14.8%","±0.7","693,622","±11,132","12.9%","±0.2","389,828","±10,148","13.4%","±0.3","227,190","±5,188","16.1%","±0.4","212,002","±6,115","16.6%","±0.5","242,741","±7,261","12.2%","±0.4","159,905","±6,224","7.7%","±0.3","74,395","±3,974","10.0%","±0.5","497,437","±8,278","20.2%","±0.3","339,183","±9,524","11.6%","±0.3","609,305","±8,611","13.2%","±0.2","477,262","±8,372","19.4%","±0.3","119,771","±5,205","9.0%","±0.4","341,269","±7,483","12.2%","±0.3","74,916","±3,314","14.5%","±0.6","160,253","±4,744","19.0%","±0.6","95,979","±4,523","7.6%","±0.4","77,224","±3,528","12.1%","±0.6","535,392","±8,939","14.8%","±0.2","70,141","±3,546","7.4%","±0.4","802,262","±12,611","9.6%","±0.2","530,205","±9,420","11.3%","±0.2","64,713","±3,440","17.1%","±0.9","714,800","±12,038","13.7%","±0.2","144,063","±3,929","8.3%","±0.2","186,604","±6,840","10.4%","±0.4","814,769","±9,374","14.3%","±0.2","40,113","±2,800","8.6%","±0.6","252,982","±8,592","10.9%","±0.4","68,109","±3,251","17.1%","±0.8","357,855","±8,424","12.0%","±0.3","1,105,981","±17,379","10.0%","±0.2","284,116","±5,921","25.6%","±0.5","42,674","±2,474","12.7%","±0.7","635,009","±11,051","17.9%","±0.3","413,946","±9,796","13.1%","±0.3","91,378","±4,847","10.2%","±0.5","327,607","±6,063","12.1%","±0.2","43,045","±2,995","15.4%","±1.1","21,339","±2,224","1.4%","±0.1"
"        Median rooms","5.7","±0.1","(X)","(X)","4.7","±0.2","(X)","(X)","5.3","±0.1","(X)","(X)","5.4","±0.1","(X)","(X)","5.0","±0.1","(X)","(X)","5.7","±0.1","(X)","(X)","5.6","±0.1","(X)","(X)","6.2","±0.1","(X)","(X)","4.1","±0.1","(X)","(X)","5.1","±0.1","(X)","(X)","5.9","±0.1","(X)","(X)","4.6","±0.1","(X)","(X)","5.8","±0.2","(X)","(X)","5.6","±0.1","(X)","(X)","5.8","±0.1","(X)","(X)","5.9","±0.1","(X)","(X)","5.9","±0.1","(X)","(X)","5.6","±0.1","(X)","(X)","5.4","±0.1","(X)","(X)","5.4","±0.1","(X)","(X)","6.2","±0.1","(X)","(X)","5.5","±0.1","(X)","(X)","5.8","±0.1","(X)","(X)","6.0","±0.1","(X)","(X)","5.6","±0.2","(X)","(X)","5.6","±0.1","(X)","(X)","5.6","±0.1","(X)","(X)","6.0","±0.2","(X)","(X)","5.2","±0.1","(X)","(X)","5.6","±0.1","(X)","(X)","5.7","±0.1","(X)","(X)","5.3","±0.1","(X)","(X)","5.0","±0.1","(X)","(X)","5.5","±0.1","(X)","(X)","5.5","±0.1","(X)","(X)","5.9","±0.1","(X)","(X)","5.4","±0.1","(X)","(X)","5.3","±0.1","(X)","(X)","6.0","±0.1","(X)","(X)","5.3","±0.1","(X)","(X)","5.6","±0.1","(X)","(X)","5.8","±0.2","(X)","(X)","5.6","±0.1","(X)","(X)","5.4","±0.1","(X)","(X)","6.4","±0.1","(X)","(X)","5.6","±0.1","(X)","(X)","6.0","±0.1","(X)","(X)","5.5","±0.1","(X)","(X)","5.7","±0.1","(X)","(X)","5.6","±0.1","(X)","(X)","5.7","±0.2","(X)","(X)","4.8","±0.1","(X)","(X)"
"BEDROOMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total housing units","2,274,711","±284","2,274,711","(X)","318,352","±199","318,352","(X)","3,035,902","±406","3,035,902","(X)","1,380,521","±196","1,380,521","(X)","14,277,867","±1,010","14,277,867","(X)","2,424,128","±610","2,424,128","(X)","1,521,123","±202","1,521,123","(X)","438,659","±190","438,659","(X)","319,579","±105","319,579","(X)","9,547,762","±598","9,547,762","(X)","4,326,266","±415","4,326,266","(X)","546,261","±103","546,261","(X)","735,703","±162","735,703","(X)","5,376,176","±518","5,376,176","(X)","2,903,576","±356","2,903,576","(X)","1,409,568","±354","1,409,568","(X)","1,280,553","±488","1,280,553","(X)","1,995,187","±228","1,995,187","(X)","2,076,136","±286","2,076,136","(X)","746,592","±148","746,592","(X)","2,458,779","±362","2,458,779","(X)","2,915,043","±327","2,915,043","(X)","4,614,552","±605","4,614,552","(X)","2,455,637","±870","2,455,637","(X)","1,332,631","±272","1,332,631","(X)","2,806,296","±623","2,806,296","(X)","515,161","±135","515,161","(X)","845,011","±170","845,011","(X)","1,268,717","±151","1,268,717","(X)","638,112","±117","638,112","(X)","3,628,198","±324","3,628,198","(X)","943,232","±180","943,232","(X)","8,363,847","±866","8,363,847","(X)","4,684,962","±408","4,684,962","(X)","377,661","±359","377,661","(X)","5,217,617","±708","5,217,617","(X)","1,743,073","±299","1,743,073","(X)","1,788,743","±218","1,788,743","(X)","5,713,136","±439","5,713,136","(X)","469,153","±84","469,153","(X)","2,318,291","±259","2,318,291","(X)","397,506","±284","397,506","(X)","2,992,412","±287","2,992,412","(X)","11,101,498","±754","11,101,498","(X)","1,108,739","±227","1,108,739","(X)","337,133","±144","337,133","(X)","3,538,985","±985","3,538,985","(X)","3,148,084","±526","3,148,084","(X)","893,742","±195","893,742","(X)","2,710,718","±598","2,710,718","(X)","278,615","±96","278,615","(X)","1,553,061","±8,459","1,553,061","(X)"
"        No bedroom","39,470","±3,561","1.7%","±0.2","16,809","±1,488","5.3%","±0.5","86,266","±4,265","2.8%","±0.1","34,541","±3,569","2.5%","±0.3","644,474","±13,466","4.5%","±0.1","64,880","±3,654","2.7%","±0.2","35,123","±2,809","2.3%","±0.2","5,433","±1,150","1.2%","±0.3","28,982","±2,711","9.1%","±0.8","195,775","±8,134","2.1%","±0.1","62,722","±4,734","1.4%","±0.1","34,357","±2,733","6.3%","±0.5","14,063","±1,924","1.9%","±0.3","151,784","±6,879","2.8%","±0.1","48,116","±4,198","1.7%","±0.1","23,996","±2,429","1.7%","±0.2","32,144","±3,326","2.5%","±0.3","28,592","±2,869","1.4%","±0.1","29,803","±2,784","1.4%","±0.1","21,281","±2,314","2.9%","±0.3","47,532","±4,145","1.9%","±0.2","86,935","±5,781","3.0%","±0.2","76,957","±4,569","1.7%","±0.1","55,610","±3,762","2.3%","±0.2","19,993","±2,552","1.5%","±0.2","55,785","±4,441","2.0%","±0.2","15,392","±2,104","3.0%","±0.4","16,704","±2,064","2.0%","±0.2","50,942","±3,204","4.0%","±0.3","13,104","±1,746","2.1%","±0.3","96,664","±5,703","2.7%","±0.2","29,527","±2,787","3.1%","±0.3","416,650","±13,128","5.0%","±0.2","74,193","±5,553","1.6%","±0.1","9,994","±1,645","2.6%","±0.4","78,473","±4,766","1.5%","±0.1","33,078","±2,654","1.9%","±0.2","60,211","±4,132","3.4%","±0.2","124,286","±6,132","2.2%","±0.1","12,800","±2,076","2.7%","±0.4","42,925","±4,730","1.9%","±0.2","8,378","±1,775","2.1%","±0.4","50,603","±3,468","1.7%","±0.1","247,867","±8,569","2.2%","±0.1","22,821","±2,386","2.1%","±0.2","13,508","±1,613","4.0%","±0.5","59,953","±4,036","1.7%","±0.1","116,009","±5,772","3.7%","±0.2","12,849","±1,880","1.4%","±0.2","60,372","±3,949","2.2%","±0.1","5,008","±1,243","1.8%","±0.4","26,651","±2,338","1.7%","±0.1"
"        1 bedroom","143,840","±6,847","6.3%","±0.3","42,908","±2,592","13.5%","±0.8","340,003","±9,407","11.2%","±0.3","102,921","±5,033","7.5%","±0.4","1,928,939","±20,262","13.5%","±0.1","277,545","±7,540","11.4%","±0.3","193,665","±7,080","12.7%","±0.5","25,597","±2,605","5.8%","±0.6","98,881","±3,834","30.9%","±1.2","957,450","±17,111","10.0%","±0.2","327,237","±10,000","7.6%","±0.2","71,152","±3,947","13.0%","±0.7","55,298","±4,539","7.5%","±0.6","615,230","±11,488","11.4%","±0.2","263,553","±8,121","9.1%","±0.3","127,674","±4,873","9.1%","±0.3","121,230","±5,333","9.5%","±0.4","155,092","±6,046","7.8%","±0.3","187,461","±7,863","9.0%","±0.4","93,749","±4,274","12.6%","±0.6","250,396","±7,630","10.2%","±0.3","399,558","±10,242","13.7%","±0.4","420,010","±10,466","9.1%","±0.2","285,104","±6,688","11.6%","±0.3","76,527","±5,174","5.7%","±0.4","260,688","±7,641","9.3%","±0.3","52,434","±3,459","10.2%","±0.7","90,693","±3,488","10.7%","±0.4","141,046","±6,728","11.1%","±0.5","71,374","±4,094","11.2%","±0.6","506,967","±11,052","14.0%","±0.3","80,375","±5,378","8.5%","±0.6","1,586,094","±19,532","19.0%","±0.2","316,392","±8,754","6.8%","±0.2","41,740","±3,387","11.1%","±0.9","489,507","±9,557","9.4%","±0.2","150,842","±5,066","8.7%","±0.3","185,445","±7,659","10.4%","±0.4","582,131","±12,997","10.2%","±0.2","66,942","±3,970","14.3%","±0.8","130,046","±5,384","5.6%","±0.2","36,108","±2,602","9.1%","±0.7","230,795","±8,665","7.7%","±0.3","1,415,753","±18,946","12.8%","±0.2","81,857","±5,193","7.4%","±0.5","35,102","±2,362","10.4%","±0.7","293,764","±10,077","8.3%","±0.3","366,203","±9,804","11.6%","±0.3","68,713","±3,630","7.7%","±0.4","255,938","±6,903","9.4%","±0.3","20,176","±1,928","7.2%","±0.7","86,000","±3,722","5.5%","±0.2"
"        2 bedrooms","517,056","±9,402","22.7%","±0.4","89,692","±4,345","28.2%","±1.4","804,511","±12,476","26.5%","±0.4","347,806","±8,777","25.2%","±0.6","3,932,534","±23,863","27.5%","±0.2","610,671","±10,816","25.2%","±0.4","404,440","±7,997","26.6%","±0.5","86,566","±5,120","19.7%","±1.2","85,782","±4,408","26.8%","±1.4","3,134,597","±27,860","32.8%","±0.3","944,732","±16,978","21.8%","±0.4","143,389","±5,058","26.2%","±0.9","168,004","±5,238","22.8%","±0.7","1,523,020","±15,319","28.3%","±0.3","755,012","±11,726","26.0%","±0.4","395,076","±7,562","28.0%","±0.5","320,860","±7,281","25.1%","±0.6","525,064","±10,001","26.3%","±0.5","505,168","±10,114","24.3%","±0.5","223,422","±6,265","29.9%","±0.8","530,866","±10,368","21.6%","±0.4","821,479","±12,941","28.2%","±0.4","1,177,214","±14,349","25.5%","±0.3","623,355","±8,696","25.4%","±0.4","294,537","±8,307","22.1%","±0.6","759,214","±13,758","27.1%","±0.5","139,152","±4,365","27.0%","±0.8","213,796","±5,792","25.3%","±0.7","317,104","±7,796","25.0%","±0.6","188,065","±5,708","29.5%","±0.9","924,404","±14,240","25.5%","±0.4","242,765","±6,462","25.7%","±0.7","2,237,505","±20,409","26.8%","±0.2","1,166,346","±16,262","24.9%","±0.3","104,004","±4,329","27.5%","±1.1","1,359,601","±16,060","26.1%","±0.3","422,641","±7,675","24.2%","±0.4","475,134","±10,587","26.6%","±0.6","1,309,027","±16,166","22.9%","±0.3","142,072","±6,106","30.3%","±1.3","558,673","±10,838","24.1%","±0.5","108,125","±3,843","27.2%","±1.0","769,714","±13,204","25.7%","±0.4","2,481,301","±21,544","22.4%","±0.2","212,916","±7,391","19.2%","±0.7","89,222","±3,299","26.5%","±1.0","824,581","±14,733","23.3%","±0.4","781,955","±13,682","24.8%","±0.4","252,010","±6,885","28.2%","±0.8","768,973","±9,503","28.4%","±0.3","73,452","±3,611","26.4%","±1.3","306,661","±7,455","19.7%","±0.4"
"        3 bedrooms","1,121,577","±11,302","49.3%","±0.5","108,907","±3,899","34.2%","±1.2","1,117,537","±14,990","36.8%","±0.5","674,340","±10,682","48.8%","±0.8","4,745,820","±27,697","33.2%","±0.2","787,832","±11,414","32.5%","±0.5","561,453","±8,991","36.9%","±0.6","208,137","±5,058","47.4%","±1.2","64,675","±3,776","20.2%","±1.2","3,690,106","±28,974","38.6%","±0.3","1,834,250","±16,527","42.4%","±0.4","190,868","±4,885","34.9%","±0.9","295,076","±7,024","40.1%","±1.0","1,947,637","±14,787","36.2%","±0.3","1,251,090","±11,851","43.1%","±0.4","527,197","±7,921","37.4%","±0.6","471,748","±8,584","36.8%","±0.7","916,637","±9,682","45.9%","±0.5","991,468","±11,016","47.8%","±0.5","286,900","±5,972","38.4%","±0.8","906,165","±11,407","36.9%","±0.5","995,627","±12,360","34.2%","±0.4","2,004,765","±17,442","43.4%","±0.4","815,427","±10,051","33.2%","±0.4","697,659","±11,004","52.4%","±0.8","1,178,406","±12,960","42.0%","±0.5","179,986","±4,844","34.9%","±0.9","309,170","±5,677","36.6%","±0.7","471,795","±8,374","37.2%","±0.7","243,042","±5,085","38.1%","±0.8","1,188,153","±14,126","32.7%","±0.4","433,631","±7,725","46.0%","±0.8","2,619,123","±20,734","31.3%","±0.2","2,223,500","±16,664","47.5%","±0.4","123,696","±4,982","32.8%","±1.3","2,193,559","±15,708","42.0%","±0.3","844,677","±8,345","48.5%","±0.5","742,009","±9,388","41.5%","±0.5","2,450,017","±18,056","42.9%","±0.3","179,017","±5,470","38.2%","±1.2","1,124,863","±12,984","48.5%","±0.6","135,117","±4,120","34.0%","±1.0","1,369,120","±16,074","45.8%","±0.5","4,486,690","±26,350","40.4%","±0.2","319,415","±8,106","28.8%","±0.7","132,720","±3,514","39.4%","±1.0","1,384,423","±12,773","39.1%","±0.4","1,168,127","±14,759","37.1%","±0.5","416,459","±7,070","46.6%","±0.8","1,098,514","±10,686","40.5%","±0.4","109,618","±3,413","39.3%","±1.2","887,657","±10,216","57.2%","±0.6"
"        4 bedrooms","372,274","±9,069","16.4%","±0.4","48,310","±2,977","15.2%","±0.9","559,631","±9,809","18.4%","±0.3","190,335","±7,459","13.8%","±0.5","2,412,267","±21,315","16.9%","±0.1","480,657","±9,756","19.8%","±0.4","255,748","±6,441","16.8%","±0.4","93,819","±3,842","21.4%","±0.9","28,046","±2,790","8.8%","±0.9","1,303,792","±21,066","13.7%","±0.2","834,390","±13,911","19.3%","±0.3","77,684","±3,377","14.2%","±0.6","144,158","±5,343","19.6%","±0.7","891,439","±12,004","16.6%","±0.2","475,112","±10,095","16.4%","±0.3","261,306","±6,714","18.5%","±0.5","248,306","±6,802","19.4%","±0.5","293,570","±8,706","14.7%","±0.4","315,994","±9,342","15.2%","±0.5","94,937","±3,839","12.7%","±0.5","539,660","±8,326","21.9%","±0.3","481,150","±9,255","16.5%","±0.3","758,560","±11,236","16.4%","±0.2","505,832","±8,113","20.6%","±0.3","207,232","±7,573","15.6%","±0.6","435,781","±10,337","15.5%","±0.4","92,855","±3,903","18.0%","±0.8","160,401","±4,563","19.0%","±0.5","228,681","±7,629","18.0%","±0.6","99,340","±3,868","15.6%","±0.6","709,228","±10,908","19.5%","±0.3","136,720","±4,652","14.5%","±0.5","1,142,072","±15,375","13.7%","±0.2","715,597","±11,707","15.3%","±0.2","70,155","±4,084","18.6%","±1.1","915,572","±12,339","17.5%","±0.2","248,569","±5,281","14.3%","±0.3","263,112","±6,686","14.7%","±0.4","994,419","±13,834","17.4%","±0.2","55,282","±3,663","11.8%","±0.8","367,258","±9,681","15.8%","±0.4","80,204","±3,453","20.2%","±0.9","453,860","±9,166","15.2%","±0.3","2,050,068","±21,216","18.5%","±0.2","237,917","±6,601","21.5%","±0.6","52,634","±2,690","15.6%","±0.8","729,872","±11,801","20.6%","±0.3","560,861","±11,097","17.8%","±0.4","120,028","±5,024","13.4%","±0.6","421,851","±7,277","15.6%","±0.3","51,511","±3,401","18.5%","±1.2","216,134","±6,194","13.9%","±0.4"
"        5 or more bedrooms","80,494","±4,185","3.5%","±0.2","11,726","±1,508","3.7%","±0.5","127,954","±5,053","4.2%","±0.2","30,578","±2,464","2.2%","±0.2","613,833","±12,374","4.3%","±0.1","202,543","±6,128","8.4%","±0.3","70,694","±4,233","4.6%","±0.3","19,107","±1,877","4.4%","±0.4","13,213","±1,716","4.1%","±0.5","266,042","±8,406","2.8%","±0.1","322,935","±9,571","7.5%","±0.2","28,811","±2,015","5.3%","±0.4","59,104","±3,246","8.0%","±0.4","247,066","±6,502","4.6%","±0.1","110,693","±5,242","3.8%","±0.2","74,319","±3,806","5.3%","±0.3","86,265","±4,299","6.7%","±0.3","76,232","±4,335","3.8%","±0.2","46,242","±3,298","2.2%","±0.2","26,303","±2,020","3.5%","±0.3","184,160","±5,181","7.5%","±0.2","130,294","±5,853","4.5%","±0.2","177,046","±5,441","3.8%","±0.1","170,309","±5,632","6.9%","±0.2","36,683","±3,441","2.8%","±0.3","116,422","±5,493","4.1%","±0.2","35,342","±2,786","6.9%","±0.5","54,247","±2,784","6.4%","±0.3","59,149","±3,534","4.7%","±0.3","23,187","±2,402","3.6%","±0.4","202,782","±6,656","5.6%","±0.2","20,214","±2,161","2.1%","±0.2","362,403","±9,406","4.3%","±0.1","188,934","±6,191","4.0%","±0.1","28,072","±2,314","7.4%","±0.6","180,905","±6,991","3.5%","±0.1","43,266","±2,401","2.5%","±0.1","62,832","±3,931","3.5%","±0.2","253,256","±7,885","4.4%","±0.1","13,040","±1,880","2.8%","±0.4","94,526","±4,994","4.1%","±0.2","29,574","±2,541","7.4%","±0.6","118,320","±6,181","4.0%","±0.2","419,819","±11,730","3.8%","±0.1","233,813","±7,126","21.1%","±0.6","13,947","±1,653","4.1%","±0.5","246,392","±6,494","7.0%","±0.2","154,929","±6,576","4.9%","±0.2","23,683","±2,907","2.6%","±0.3","105,070","±3,724","3.9%","±0.1","18,850","±2,227","6.8%","±0.8","29,958","±2,509","1.9%","±0.2"
"HOUSING TENURE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Occupied housing units","1,855,184","±11,821","1,855,184","(X)","254,551","±3,266","254,551","(X)","2,614,298","±11,305","2,614,298","(X)","1,156,347","±7,393","1,156,347","(X)","13,072,122","±21,485","13,072,122","(X)","2,176,757","±7,548","2,176,757","(X)","1,378,091","±6,923","1,378,091","(X)","367,671","±3,933","367,671","(X)","287,476","±2,752","287,476","(X)","7,809,358","±20,825","7,809,358","(X)","3,803,012","±14,400","3,803,012","(X)","455,309","±4,541","455,309","(X)","640,270","±5,214","640,270","(X)","4,864,864","±12,677","4,864,864","(X)","2,599,169","±10,447","2,599,169","(X)","1,267,873","±7,772","1,267,873","(X)","1,133,408","±7,193","1,133,408","(X)","1,732,713","±8,718","1,732,713","(X)","1,737,220","±10,627","1,737,220","(X)","570,307","±5,261","570,307","(X)","2,215,935","±9,432","2,215,935","(X)","2,624,294","±8,879","2,624,294","(X)","3,957,466","±12,369","3,957,466","(X)","2,194,452","±6,925","2,194,452","(X)","1,108,630","±9,460","1,108,630","(X)","2,434,806","±10,407","2,434,806","(X)","431,421","±4,444","431,421","(X)","765,490","±3,878","765,490","(X)","1,129,810","±6,479","1,129,810","(X)","531,212","±5,670","531,212","(X)","3,249,567","±9,867","3,249,567","(X)","794,093","±5,137","794,093","(X)","7,367,015","±16,617","7,367,015","(X)","4,011,462","±16,617","4,011,462","(X)","319,355","±4,442","319,355","(X)","4,685,447","±12,486","4,685,447","(X)","1,485,310","±6,108","1,485,310","(X)","1,639,970","±6,988","1,639,970","(X)","5,070,931","±12,151","5,070,931","(X)","406,573","±4,965","406,573","(X)","1,927,991","±12,233","1,927,991","(X)","345,449","±3,406","345,449","(X)","2,603,140","±11,640","2,603,140","(X)","9,776,083","±21,679","9,776,083","(X)","998,891","±5,079","998,891","(X)","261,373","±3,502","261,373","(X)","3,175,524","±13,138","3,175,524","(X)","2,895,575","±9,139","2,895,575","(X)","734,703","±6,052","734,703","(X)","2,371,960","±6,714","2,371,960","(X)","230,252","±3,746","230,252","(X)","1,179,637","±9,819","1,179,637","(X)"
