"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"        Lacking complete plumbing facilities","6,981","±1,766","0.4%","±0.1","10,434","±1,299","4.1%","±0.5","17,238","±2,157","0.7%","±0.1","6,157","±1,496","0.5%","±0.1","57,231","±3,826","0.4%","±0.1","5,800","±1,406","0.3%","±0.1","4,081","±1,237","0.3%","±0.1","637","±330","0.2%","±0.1","421","±464","0.1%","±0.2","22,946","±2,367","0.3%","±0.1","11,315","±2,068","0.3%","±0.1","2,879","±923","0.6%","±0.2","3,182","±856","0.5%","±0.1","12,963","±1,837","0.3%","±0.1","8,759","±1,245","0.3%","±0.1","3,174","±927","0.3%","±0.1","3,436","±778","0.3%","±0.1","7,002","±1,368","0.4%","±0.1","4,667","±1,135","0.3%","±0.1","3,844","±894","0.7%","±0.2","8,668","±1,477","0.4%","±0.1","9,484","±1,813","0.4%","±0.1","15,664","±1,847","0.4%","±0.1","7,582","±1,087","0.3%","±0.1","4,554","±1,295","0.4%","±0.1","9,204","±1,619","0.4%","±0.1","3,564","±926","0.8%","±0.2","2,420","±755","0.3%","±0.1","4,010","±1,048","0.4%","±0.1","2,440","±809","0.5%","±0.2","8,951","±1,636","0.3%","±0.1","8,269","±1,208","1.0%","±0.2","27,825","±3,357","0.4%","±0.1","12,436","±1,850","0.3%","±0.1","1,123","±565","0.4%","±0.2","15,105","±2,118","0.3%","±0.1","6,013","±1,043","0.4%","±0.1","11,117","±2,234","0.7%","±0.1","19,942","±2,415","0.4%","±0.1","864","±447","0.2%","±0.1","4,955","±1,146","0.3%","±0.1","1,674","±622","0.5%","±0.2","7,988","±1,315","0.3%","±0.1","40,963","±3,425","0.4%","±0.1","4,099","±1,188","0.4%","±0.1","1,459","±620","0.6%","±0.2","8,963","±1,558","0.3%","±0.1","9,034","±1,543","0.3%","±0.1","3,374","±956","0.5%","±0.1","9,737","±1,933","0.4%","±0.1","583","±365","0.3%","±0.2","17,822","±1,859","1.5%","±0.2"
"        Lacking complete kitchen facilities","12,960","±1,641","0.7%","±0.1","7,800","±1,067","3.1%","±0.4","20,330","±2,247","0.8%","±0.1","9,731","±1,736","0.8%","±0.1","144,479","±6,247","1.1%","±0.1","14,527","±1,812","0.7%","±0.1","9,559","±1,636","0.7%","±0.1","1,826","±696","0.5%","±0.2","1,430","±704","0.5%","±0.2","56,608","±4,301","0.7%","±0.1","22,453","±2,816","0.6%","±0.1","7,593","±1,314","1.7%","±0.3","7,784","±1,379","1.2%","±0.2","39,385","±3,229","0.8%","±0.1","21,178","±2,479","0.8%","±0.1","10,917","±1,511","0.9%","±0.1","9,485","±1,488","0.8%","±0.1","14,641","±2,568","0.8%","±0.1","8,089","±1,408","0.5%","±0.1","4,714","±1,053","0.8%","±0.2","13,960","±1,961","0.6%","±0.1","22,560","±2,577","0.9%","±0.1","27,818","±2,171","0.7%","±0.1","13,953","±1,719","0.6%","±0.1","7,097","±1,539","0.6%","±0.1","19,433","±2,323","0.8%","±0.1","5,390","±1,419","1.2%","±0.3","10,089","±1,527","1.3%","±0.2","10,013","±1,752","0.9%","±0.2","3,374","±1,012","0.6%","±0.2","26,164","±3,345","0.8%","±0.1","9,096","±1,259","1.1%","±0.2","58,335","±4,130","0.8%","±0.1","26,083","±3,313","0.7%","±0.1","2,449","±860","0.8%","±0.3","42,091","±3,307","0.9%","±0.1","13,807","±1,605","0.9%","±0.1","22,004","±2,716","1.3%","±0.2","48,174","±3,746","1.0%","±0.1","3,724","±1,093","0.9%","±0.3","11,878","±1,823","0.6%","±0.1","3,732","±982","1.1%","±0.3","17,354","±2,149","0.7%","±0.1","77,471","±4,554","0.8%","±0.1","9,064","±1,806","0.9%","±0.2","2,137","±677","0.8%","±0.3","19,176","±2,540","0.6%","±0.1","29,034","±3,312","1.0%","±0.1","2,421","±867","0.3%","±0.1","21,980","±2,582","0.9%","±0.1","1,020","±473","0.4%","±0.2","23,094","±2,595","2.0%","±0.2"
"        No telephone service available","36,988","±3,570","2.0%","±0.2","3,358","±700","1.3%","±0.3","42,942","±3,289","1.6%","±0.1","23,549","±2,037","2.0%","±0.2","161,329","±6,467","1.2%","±0.1","30,051","±3,050","1.4%","±0.1","14,696","±1,960","1.1%","±0.1","3,048","±873","0.8%","±0.2","3,510","±866","1.2%","±0.3","127,884","±5,977","1.6%","±0.1","56,763","±3,883","1.5%","±0.1","8,340","±1,487","1.8%","±0.3","10,160","±1,474","1.6%","±0.2","72,724","±4,475","1.5%","±0.1","42,902","±3,376","1.7%","±0.1","16,906","±1,710","1.3%","±0.1","17,175","±1,802","1.5%","±0.2","26,846","±2,502","1.5%","±0.1","31,502","±3,083","1.8%","±0.2","7,546","±1,150","1.3%","±0.2","28,800","±2,826","1.3%","±0.1","31,229","±3,033","1.2%","±0.1","64,504","±3,096","1.6%","±0.1","28,417","±2,512","1.3%","±0.1","19,433","±2,403","1.8%","±0.2","35,882","±2,565","1.5%","±0.1","10,754","±1,779","2.5%","±0.4","11,273","±1,408","1.5%","±0.2","20,962","±2,288","1.9%","±0.2","5,598","±1,050","1.1%","±0.2","35,380","±3,254","1.1%","±0.1","17,516","±1,866","2.2%","±0.2","114,241","±5,336","1.6%","±0.1","54,321","±3,705","1.4%","±0.1","4,855","±1,101","1.5%","±0.3","64,636","±3,449","1.4%","±0.1","26,030","±2,304","1.8%","±0.2","17,832","±2,284","1.1%","±0.1","69,081","±3,715","1.4%","±0.1","5,017","±997","1.2%","±0.2","29,187","±3,035","1.5%","±0.2","7,410","±1,225","2.1%","±0.3","42,819","±3,397","1.6%","±0.1","153,398","±6,419","1.6%","±0.1","10,406","±1,834","1.0%","±0.2","5,217","±1,076","2.0%","±0.4","33,946","±2,615","1.1%","±0.1","36,354","±3,094","1.3%","±0.1","11,862","±1,776","1.6%","±0.2","37,753","±2,773","1.6%","±0.1","2,452","±613","1.1%","±0.3","49,668","±3,134","4.2%","±0.3"
"OCCUPANTS PER ROOM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Occupied housing units","1,855,184","±11,821","1,855,184","(X)","254,551","±3,266","254,551","(X)","2,614,298","±11,305","2,614,298","(X)","1,156,347","±7,393","1,156,347","(X)","13,072,122","±21,485","13,072,122","(X)","2,176,757","±7,548","2,176,757","(X)","1,378,091","±6,923","1,378,091","(X)","367,671","±3,933","367,671","(X)","287,476","±2,752","287,476","(X)","7,809,358","±20,825","7,809,358","(X)","3,803,012","±14,400","3,803,012","(X)","455,309","±4,541","455,309","(X)","640,270","±5,214","640,270","(X)","4,864,864","±12,677","4,864,864","(X)","2,599,169","±10,447","2,599,169","(X)","1,267,873","±7,772","1,267,873","(X)","1,133,408","±7,193","1,133,408","(X)","1,732,713","±8,718","1,732,713","(X)","1,737,220","±10,627","1,737,220","(X)","570,307","±5,261","570,307","(X)","2,215,935","±9,432","2,215,935","(X)","2,624,294","±8,879","2,624,294","(X)","3,957,466","±12,369","3,957,466","(X)","2,194,452","±6,925","2,194,452","(X)","1,108,630","±9,460","1,108,630","(X)","2,434,806","±10,407","2,434,806","(X)","431,421","±4,444","431,421","(X)","765,490","±3,878","765,490","(X)","1,129,810","±6,479","1,129,810","(X)","531,212","±5,670","531,212","(X)","3,249,567","±9,867","3,249,567","(X)","794,093","±5,137","794,093","(X)","7,367,015","±16,617","7,367,015","(X)","4,011,462","±16,617","4,011,462","(X)","319,355","±4,442","319,355","(X)","4,685,447","±12,486","4,685,447","(X)","1,485,310","±6,108","1,485,310","(X)","1,639,970","±6,988","1,639,970","(X)","5,070,931","±12,151","5,070,931","(X)","406,573","±4,965","406,573","(X)","1,927,991","±12,233","1,927,991","(X)","345,449","±3,406","345,449","(X)","2,603,140","±11,640","2,603,140","(X)","9,776,083","±21,679","9,776,083","(X)","998,891","±5,079","998,891","(X)","261,373","±3,502","261,373","(X)","3,175,524","±13,138","3,175,524","(X)","2,895,575","±9,139","2,895,575","(X)","734,703","±6,052","734,703","(X)","2,371,960","±6,714","2,371,960","(X)","230,252","±3,746","230,252","(X)","1,179,637","±9,819","1,179,637","(X)"
"        1.00 or less","1,822,228","±12,325","98.2%","±0.2","237,909","±3,630","93.5%","±0.8","2,496,180","±11,351","95.5%","±0.2","1,122,912","±8,708","97.1%","±0.3","11,991,135","±23,440","91.7%","±0.1","2,122,412","±7,556","97.5%","±0.2","1,352,201","±7,670","98.1%","±0.2","360,835","±4,218","98.1%","±0.4","278,223","±3,449","96.8%","±0.6","7,571,701","±22,735","97.0%","±0.1","3,716,688","±15,331","97.7%","±0.2","416,019","±5,299","91.4%","±0.7","622,331","±5,433","97.2%","±0.4","4,754,609","±14,195","97.7%","±0.1","2,552,466","±10,477","98.2%","±0.1","1,247,554","±7,962","98.4%","±0.2","1,108,828","±7,223","97.8%","±0.2","1,699,620","±9,229","98.1%","±0.2","1,698,703","±10,581","97.8%","±0.2","562,747","±5,490","98.7%","±0.3","2,169,044","±10,224","97.9%","±0.2","2,569,365","±9,728","97.9%","±0.2","3,891,210","±12,107","98.3%","±0.1","2,143,406","±7,086","97.7%","±0.1","1,082,059","±9,692","97.6%","±0.2","2,388,000","±11,525","98.1%","±0.2","423,461","±4,435","98.2%","±0.3","751,914","±4,260","98.2%","±0.2","1,083,904","±6,683","95.9%","±0.3","523,018","±5,635","98.5%","±0.3","3,143,751","±11,325","96.7%","±0.2","765,814","±5,817","96.4%","±0.4","6,988,952","±19,864","94.9%","±0.1","3,916,384","±17,422","97.6%","±0.1","312,654","±4,335","97.9%","±0.4","4,619,432","±13,233","98.6%","±0.1","1,447,494","±6,397","97.5%","±0.2","1,580,074","±8,049","96.3%","±0.3","5,000,467","±12,522","98.6%","±0.1","399,853","±5,145","98.3%","±0.3","1,889,154","±12,240","98.0%","±0.2","337,933","±3,481","97.8%","±0.4","2,552,291","±11,979","98.0%","±0.2","9,318,321","±24,821","95.3%","±0.1","960,781","±5,793","96.2%","±0.4","257,535","±3,196","98.5%","±0.3","3,110,240","±13,422","97.9%","±0.2","2,796,110","±9,933","96.6%","±0.2","722,904","±6,450","98.4%","±0.2","2,331,816","±7,692","98.3%","±0.1","225,506","±3,688","97.9%","±0.6","1,150,180","±10,138","97.5%","±0.3"
"        1.01 to 1.50","21,718","±2,234","1.2%","±0.1","9,989","±1,702","3.9%","±0.7","79,746","±3,978","3.1%","±0.2","22,084","±2,769","1.9%","±0.2","690,380","±13,732","5.3%","±0.1","36,941","±3,294","1.7%","±0.1","18,899","±2,624","1.4%","±0.2","5,138","±1,333","1.4%","±0.4","4,506","±1,049","1.6%","±0.4","163,452","±7,242","2.1%","±0.1","65,313","±5,185","1.7%","±0.1","23,115","±2,320","5.1%","±0.5","12,548","±1,927","2.0%","±0.3","75,949","±4,693","1.6%","±0.1","32,546","±3,388","1.3%","±0.1","14,676","±1,664","1.2%","±0.1","15,223","±1,927","1.3%","±0.2","24,900","±3,126","1.4%","±0.2","29,416","±2,675","1.7%","±0.2","4,930","±1,278","0.9%","±0.2","32,388","±2,990","1.5%","±0.1","35,790","±3,082","1.4%","±0.1","47,088","±2,860","1.2%","±0.1","35,384","±3,057","1.6%","±0.1","18,372","±2,332","1.7%","±0.2","33,360","±3,396","1.4%","±0.1","6,185","±1,392","1.4%","±0.3","9,647","±1,607","1.3%","±0.2","30,758","±2,699","2.7%","±0.2","6,166","±1,461","1.2%","±0.3","68,461","±4,596","2.1%","±0.1","18,165","±2,431","2.3%","±0.3","234,654","±6,375","3.2%","±0.1","69,809","±4,856","1.7%","±0.1","4,977","±1,336","1.6%","±0.4","51,271","±3,669","1.1%","±0.1","27,804","±2,406","1.9%","±0.2","40,676","±3,532","2.5%","±0.2","48,214","±4,089","1.0%","±0.1","5,070","±1,164","1.2%","±0.3","25,969","±2,901","1.3%","±0.1","5,057","±999","1.5%","±0.3","35,927","±3,379","1.4%","±0.1","330,718","±11,193","3.4%","±0.1","29,204","±3,248","2.9%","±0.3","1,383","±417","0.5%","±0.2","46,669","±4,803","1.5%","±0.2","66,485","±4,233","2.3%","±0.1","9,214","±1,559","1.3%","±0.2","29,826","±2,581","1.3%","±0.1","3,122","±1,002","1.4%","±0.4","22,378","±2,743","1.9%","±0.2"
"        1.51 or more","11,238","±1,945","0.6%","±0.1","6,653","±953","2.6%","±0.4","38,372","±3,294","1.5%","±0.1","11,351","±2,111","1.0%","±0.2","390,607","±9,734","3.0%","±0.1","17,404","±2,172","0.8%","±0.1","6,991","±1,592","0.5%","±0.1","1,698","±629","0.5%","±0.2","4,747","±1,251","1.7%","±0.4","74,205","±4,999","1.0%","±0.1","21,011","±2,913","0.6%","±0.1","16,175","±1,957","3.6%","±0.4","5,391","±1,447","0.8%","±0.2","34,306","±3,529","0.7%","±0.1","14,157","±2,293","0.5%","±0.1","5,643","±1,195","0.4%","±0.1","9,357","±1,860","0.8%","±0.2","8,193","±1,795","0.5%","±0.1","9,101","±1,513","0.5%","±0.1","2,630","±979","0.5%","±0.2","14,503","±2,201","0.7%","±0.1","19,139","±2,470","0.7%","±0.1","19,168","±2,234","0.5%","±0.1","15,662","±1,796","0.7%","±0.1","8,199","±1,490","0.7%","±0.1","13,446","±2,430","0.6%","±0.1","1,775","±562","0.4%","±0.1","3,929","±755","0.5%","±0.1","15,148","±2,053","1.3%","±0.2","2,028","±694","0.4%","±0.1","37,355","±3,614","1.1%","±0.1","10,114","±1,580","1.3%","±0.2","143,409","±6,069","1.9%","±0.1","25,269","±3,272","0.6%","±0.1","1,724","±753","0.5%","±0.2","14,744","±2,226","0.3%","±0.1","10,012","±1,283","0.7%","±0.1","19,220","±2,474","1.2%","±0.2","22,250","±2,227","0.4%","±0.1","1,650","±711","0.4%","±0.2","12,868","±2,119","0.7%","±0.1","2,459","±861","0.7%","±0.2","14,922","±1,805","0.6%","±0.1","127,044","±6,892","1.3%","±0.1","8,906","±1,687","0.9%","±0.2","2,455","±770","0.9%","±0.3","18,615","±2,671","0.6%","±0.1","32,980","±3,140","1.1%","±0.1","2,585","±792","0.4%","±0.1","10,318","±1,630","0.4%","±0.1","1,624","±702","0.7%","±0.3","7,079","±1,222","0.6%","±0.1"
"VALUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Owner-occupied units","1,262,257","±12,735","1,262,257","(X)","167,108","±3,496","167,108","(X)","1,694,367","±13,678","1,694,367","(X)","760,401","±8,395","760,401","(X)","7,165,664","±30,156","7,165,664","(X)","1,417,981","±9,500","1,417,981","(X)","906,771","±8,038","906,771","(X)","261,145","±4,466","261,145","(X)","121,540","±3,817","121,540","(X)","5,148,242","±25,213","5,148,242","(X)","2,426,435","±18,052","2,426,435","(X)","265,364","±5,773","265,364","(X)","452,916","±7,633","452,916","(X)","3,210,113","±17,405","3,210,113","(X)","1,791,749","±12,877","1,791,749","(X)","903,751","±8,439","903,751","(X)","749,821","±8,328","749,821","(X)","1,167,729","±12,565","1,167,729","(X)","1,137,524","±12,385","1,137,524","(X)","406,226","±6,154","406,226","(X)","1,482,669","±11,111","1,482,669","(X)","1,620,712","±12,401","1,620,712","(X)","2,817,484","±14,245","2,817,484","(X)","1,567,939","±9,341","1,567,939","(X)","756,195","±9,817","756,195","(X)","1,625,854","±12,819","1,625,854","(X)","291,018","±4,709","291,018","(X)","505,666","±5,197","505,666","(X)","641,551","±6,758","641,551","(X)","378,742","±6,605","378,742","(X)","2,078,948","±12,237","2,078,948","(X)","525,349","±7,517","525,349","(X)","3,953,785","±20,790","3,953,785","(X)","2,612,904","±19,709","2,612,904","(X)","199,467","±4,766","199,467","(X)","3,086,226","±17,899","3,086,226","(X)","971,990","±7,832","971,990","(X)","1,024,853","±10,325","1,024,853","(X)","3,478,645","±18,096","3,478,645","(X)","251,354","±5,065","251,354","(X)","1,335,486","±12,405","1,335,486","(X)","234,487","±4,225","234,487","(X)","1,723,984","±15,594","1,723,984","(X)","6,034,082","±27,745","6,034,082","(X)","703,983","±7,745","703,983","(X)","188,798","±4,006","188,798","(X)","2,093,205","±14,799","2,093,205","(X)","1,818,988","±12,964","1,818,988","(X)","532,674","±7,982","532,674","(X)","1,592,440","±10,546","1,592,440","(X)","161,812","±3,934","161,812","(X)","793,791","±9,316","793,791","(X)"
"        Less than $50,000","161,429","±6,814","12.8%","±0.5","9,397","±1,359","5.6%","±0.8","126,751","±5,682","7.5%","±0.3","101,744","±4,808","13.4%","±0.6","192,017","±5,798","2.7%","±0.1","49,054","±3,329","3.5%","±0.2","18,133","±1,951","2.0%","±0.2","15,020","±1,783","5.8%","±0.7","1,499","±519","1.2%","±0.4","335,575","±10,045","6.5%","±0.2","179,468","±6,629","7.4%","±0.3","1,971","±576","0.7%","±0.2","22,652","±2,186","5.0%","±0.5","192,581","±6,291","6.0%","±0.2","146,135","±5,090","8.2%","±0.3","77,434","±3,811","8.6%","±0.4","79,876","±4,108","10.7%","±0.5","137,766","±5,228","11.8%","±0.4","128,227","±6,371","11.3%","±0.5","27,301","±2,040","6.7%","±0.5","40,655","±2,857","2.7%","±0.2","23,748","±1,890","1.5%","±0.1","305,613","±6,979","10.8%","±0.2","69,519","±2,614","4.4%","±0.2","126,140","±5,794","16.7%","±0.7","146,715","±4,992","9.0%","±0.3","19,641","±1,980","6.7%","±0.6","44,092","±2,304","8.7%","±0.5","25,949","±2,278","4.0%","±0.4","16,229","±1,813","4.3%","±0.5","49,934","±3,182","2.4%","±0.1","57,622","±4,186","11.0%","±0.8","172,766","±6,211","4.4%","±0.2","195,262","±8,116","7.5%","±0.3","21,151","±1,545","10.6%","±0.8","256,342","±6,552","8.3%","±0.2","113,376","±4,269","11.7%","±0.4","51,279","±3,701","5.0%","±0.4","241,170","±6,506","6.9%","±0.2","6,013","±1,300","2.4%","±0.5","143,944","±5,985","10.8%","±0.4","25,533","±1,956","10.9%","±0.8","125,250","±6,138","7.3%","±0.3","496,200","±11,559","8.2%","±0.2","25,113","±2,752","3.6%","±0.4","7,851","±1,119","4.2%","±0.6","92,154","±4,000","4.4%","±0.2","64,706","±3,632","3.6%","±0.2","85,199","±4,682","16.0%","±0.8","71,756","±2,733","4.5%","±0.2","12,798","±1,957","7.9%","±1.2","69,635","±3,798","8.8%","±0.4"
"        $50,000 to $99,999","254,617","±7,471","20.2%","±0.5","9,409","±1,183","5.6%","±0.7","108,349","±4,825","6.4%","±0.3","176,599","±6,275","23.2%","±0.8","141,483","±5,817","2.0%","±0.1","40,912","±2,609","2.9%","±0.2","27,730","±2,588","3.1%","±0.3","10,592","±1,547","4.1%","±0.6","1,044","±399","0.9%","±0.3","493,007","±12,235","9.6%","±0.2","325,362","±9,247","13.4%","±0.4","3,620","±775","1.4%","±0.3","30,570","±2,592","6.7%","±0.5","422,271","±7,577","13.2%","±0.2","376,441","±8,745","21.0%","±0.4","180,511","±5,055","20.0%","±0.5","140,897","±5,237","18.8%","±0.7","225,279","±7,427","19.3%","±0.6","171,692","±6,689","15.1%","±0.6","46,793","±2,322","11.5%","±0.6","51,279","±2,790","3.5%","±0.2","20,789","±2,573","1.3%","±0.2","464,096","±8,550","16.5%","±0.3","105,052","±3,167","6.7%","±0.2","184,527","±6,725","24.4%","±0.8","273,376","±7,032","16.8%","±0.4","20,756","±1,779","7.1%","±0.6","75,402","±3,066","14.9%","±0.6","20,767","±2,176","3.2%","±0.3","16,575","±2,094","4.4%","±0.6","54,308","±3,621","2.6%","±0.2","65,750","±3,756","12.5%","±0.7","364,799","±7,567","9.2%","±0.2","385,695","±8,636","14.8%","±0.3","22,521","±1,634","11.3%","±0.8","616,521","±11,681","20.0%","±0.4","215,468","±5,245","22.2%","±0.5","30,362","±2,953","3.0%","±0.3","490,116","±10,310","14.1%","±0.3","5,218","±1,469","2.1%","±0.6","209,961","±7,396","15.7%","±0.5","31,751","±2,258","13.5%","±1.0","269,048","±7,466","15.6%","±0.4","904,640","±13,444","15.0%","±0.2","13,768","±1,704","2.0%","±0.2","11,764","±1,234","6.2%","±0.6","136,973","±5,684","6.5%","±0.3","45,128","±3,056","2.5%","±0.2","134,217","±5,178","25.2%","±0.9","185,909","±5,304","11.7%","±0.3","7,638","±1,153","4.7%","±0.7","268,795","±6,933","33.9%","±0.8"
