"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"        Median (dollars)","337","±4","(X)","(X)","547","±18","(X)","(X)","393","±4","(X)","(X)","325","±4","(X)","(X)","546","±4","(X)","(X)","437","±5","(X)","(X)","819","±10","(X)","(X)","438","±10","(X)","(X)","638","±54","(X)","(X)","474","±3","(X)","(X)","398","±4","(X)","(X)","492","±13","(X)","(X)","348","±8","(X)","(X)","591","±4","(X)","(X)","377","±4","(X)","(X)","447","±4","(X)","(X)","465","±5","(X)","(X)","346","±4","(X)","(X)","318","±5","(X)","(X)","454","±7","(X)","(X)","592","±6","(X)","(X)","736","±8","(X)","(X)","462","±3","(X)","(X)","482","±3","(X)","(X)","335","±5","(X)","(X)","408","±4","(X)","(X)","399","±9","(X)","(X)","487","±7","(X)","(X)","401","±6","(X)","(X)","743","±13","(X)","(X)","988","±8","(X)","(X)","339","±8","(X)","(X)","703","±7","(X)","(X)","376","±3","(X)","(X)","421","±8","(X)","(X)","447","±3","(X)","(X)","370","±4","(X)","(X)","488","±6","(X)","(X)","498","±3","(X)","(X)","687","±15","(X)","(X)","351","±4","(X)","(X)","453","±10","(X)","(X)","362","±3","(X)","(X)","474","±3","(X)","(X)","403","±7","(X)","(X)","632","±16","(X)","(X)","449","±4","(X)","(X)","531","±5","(X)","(X)","307","±5","(X)","(X)","517","±4","(X)","(X)","393","±9","(X)","(X)","138","±2","(X)","(X)"
"SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)","712,965","±10,947","712,965","(X)","100,640","±3,258","100,640","(X)","1,011,494","±12,086","1,011,494","(X)","399,534","±9,134","399,534","(X)","4,906,165","±28,489","4,906,165","(X)","973,983","±11,536","973,983","(X)","595,155","±10,305","595,155","(X)","155,523","±4,451","155,523","(X)","82,847","±3,259","82,847","(X)","2,750,740","±23,738","2,750,740","(X)","1,465,345","±16,803","1,465,345","(X)","170,801","±4,842","170,801","(X)","266,576","±6,155","266,576","(X)","2,003,228","±17,818","2,003,228","(X)","1,130,431","±12,143","1,130,431","(X)","532,888","±6,994","532,888","(X)","433,471","±8,035","433,471","(X)","670,242","±9,304","670,242","(X)","575,924","±10,081","575,924","(X)","236,360","±5,346","236,360","(X)","1,059,729","±11,350","1,059,729","(X)","1,108,576","±11,137","1,108,576","(X)","1,649,287","±13,636","1,649,287","(X)","1,026,348","±8,710","1,026,348","(X)","364,980","±8,296","364,980","(X)","965,673","±12,378","965,673","(X)","159,313","±5,182","159,313","(X)","294,210","±5,031","294,210","(X)","390,652","±7,300","390,652","(X)","242,136","±4,625","242,136","(X)","1,358,434","±12,685","1,358,434","(X)","277,906","±7,356","277,906","(X)","2,336,485","±19,146","2,336,485","(X)","1,571,348","±13,469","1,571,348","(X)","106,275","±3,596","106,275","(X)","1,902,356","±17,695","1,902,356","(X)","529,667","±7,807","529,667","(X)","640,882","±9,577","640,882","(X)","2,028,633","±16,574","2,028,633","(X)","159,013","±4,967","159,013","(X)","744,666","±9,032","744,666","(X)","125,800","±4,241","125,800","(X)","983,463","±12,166","983,463","(X)","3,347,683","±24,688","3,347,683","(X)","466,040","±6,927","466,040","(X)","114,207","±3,502","114,207","(X)","1,403,851","±13,361","1,403,851","(X)","1,187,984","±12,152","1,187,984","(X)","249,473","±6,867","249,473","(X)","991,148","±9,348","991,148","(X)","87,086","±3,444","87,086","(X)","320,273","±8,127","320,273","(X)"
"        Less than 20.0 percent","373,924","±8,206","52.4%","±0.8","43,305","±2,466","43.0%","±2.4","461,685","±9,484","45.6%","±0.8","222,026","±7,233","55.6%","±1.4","1,642,037","±17,515","33.5%","±0.3","441,440","±7,913","45.3%","±0.7","245,525","±5,698","41.3%","±0.8","71,543","±3,737","46.0%","±2.0","38,699","±2,277","46.7%","±2.0","1,096,886","±16,684","39.9%","±0.5","717,023","±12,552","48.9%","±0.7","57,431","±3,103","33.6%","±1.5","128,287","±5,463","48.1%","±1.7","905,922","±12,554","45.2%","±0.5","654,733","±9,611","57.9%","±0.7","298,034","±6,297","55.9%","±1.0","228,309","±5,949","52.7%","±1.1","359,321","±8,182","53.6%","±1.0","292,360","±8,517","50.8%","±1.2","104,628","±4,598","44.3%","±1.6","461,217","±9,039","43.5%","±0.8","459,143","±9,515","41.4%","±0.7","864,905","±10,517","52.4%","±0.5","521,227","±7,475","50.8%","±0.6","182,881","±6,118","50.1%","±1.4","505,898","±10,047","52.4%","±0.8","67,521","±3,355","42.4%","±1.7","158,152","±4,697","53.8%","±1.4","166,448","±5,527","42.6%","±1.1","99,642","±4,482","41.2%","±1.6","466,003","±8,970","34.3%","±0.6","126,351","±4,923","45.5%","±1.4","954,792","±12,383","40.9%","±0.4","775,918","±11,476","49.4%","±0.6","61,840","±3,399","58.2%","±2.5","1,004,353","±13,933","52.8%","±0.6","275,172","±5,454","52.0%","±1.0","259,572","±7,354","40.5%","±0.9","978,462","±14,543","48.2%","±0.5","62,119","±3,501","39.1%","±1.9","362,028","±8,202","48.6%","±0.9","67,016","±2,917","53.3%","±2.0","480,764","±10,630","48.9%","±0.9","1,579,317","±18,479","47.2%","±0.5","217,033","±5,177","46.6%","±0.9","43,654","±2,463","38.2%","±2.0","640,051","±10,841","45.6%","±0.6","489,359","±9,338","41.2%","±0.7","141,162","±4,948","56.6%","±1.5","482,152","±7,555","48.6%","±0.6","42,195","±2,577","48.5%","±2.2","98,333","±4,757","30.7%","±1.2"
"        20.0 to 24.9 percent","99,202","±4,819","13.9%","±0.6","18,660","±2,005","18.5%","±1.9","153,516","±5,786","15.2%","±0.5","57,700","±3,698","14.4%","±0.9","759,364","±13,017","15.5%","±0.3","161,901","±5,268","16.6%","±0.5","100,036","±4,677","16.8%","±0.8","25,727","±2,508","16.5%","±1.5","13,858","±1,593","16.7%","±1.8","410,001","±8,078","14.9%","±0.3","226,392","±7,592","15.4%","±0.5","26,042","±2,341","15.2%","±1.3","42,093","±3,569","15.8%","±1.3","318,073","±7,620","15.9%","±0.3","163,818","±5,441","14.5%","±0.5","81,934","±4,138","15.4%","±0.7","70,296","±3,867","16.2%","±0.8","101,612","±4,295","15.2%","±0.6","76,783","±4,316","13.3%","±0.7","39,171","±2,929","16.6%","±1.2","175,817","±5,893","16.6%","±0.5","192,822","±5,659","17.4%","±0.5","244,453","±6,514","14.8%","±0.4","167,310","±5,109","16.3%","±0.5","52,960","±4,239","14.5%","±1.1","147,833","±6,296","15.3%","±0.6","25,172","±2,066","15.8%","±1.2","47,239","±3,463","16.1%","±1.1","60,592","±4,178","15.5%","±1.0","44,984","±2,941","18.6%","±1.2","228,996","±6,672","16.9%","±0.4","37,897","±2,965","13.6%","±1.1","345,414","±8,353","14.8%","±0.3","234,733","±8,145","14.9%","±0.5","15,735","±2,085","14.8%","±1.8","296,482","±7,857","15.6%","±0.4","83,545","±4,625","15.8%","±0.8","111,720","±4,960","17.4%","±0.8","323,344","±8,707","15.9%","±0.4","26,320","±2,642","16.6%","±1.6","112,215","±5,654","15.1%","±0.7","19,081","±1,762","15.2%","±1.3","157,601","±6,580","16.0%","±0.6","529,710","±12,129","15.8%","±0.3","84,111","±3,965","18.0%","±0.8","20,754","±1,687","18.2%","±1.3","229,530","±6,628","16.4%","±0.4","207,949","±6,663","17.5%","±0.5","34,514","±3,030","13.8%","±1.1","168,947","±5,203","17.0%","±0.5","14,594","±1,664","16.8%","±1.8","47,906","±3,015","15.0%","±0.8"
"        25.0 to 29.9 percent","60,078","±3,679","8.4%","±0.5","10,327","±1,298","10.3%","±1.2","107,664","±5,561","10.6%","±0.6","35,884","±3,344","9.0%","±0.8","599,648","±13,167","12.2%","±0.2","106,392","±4,867","10.9%","±0.5","66,483","±4,267","11.2%","±0.6","15,688","±1,827","10.1%","±1.1","8,760","±1,284","10.6%","±1.5","300,729","±9,419","10.9%","±0.3","143,120","±6,351","9.8%","±0.4","22,181","±2,073","13.0%","±1.2","29,252","±2,852","11.0%","±1.0","211,804","±7,232","10.6%","±0.4","92,012","±4,989","8.1%","±0.4","47,368","±2,826","8.9%","±0.5","43,785","±2,894","10.1%","±0.6","58,892","±3,744","8.8%","±0.6","53,164","±4,091","9.2%","±0.7","26,061","±2,025","11.0%","±0.9","116,906","±4,468","11.0%","±0.4","125,669","±4,561","11.3%","±0.4","153,378","±5,457","9.3%","±0.3","107,816","±4,320","10.5%","±0.4","31,991","±3,073","8.8%","±0.8","94,892","±4,496","9.8%","±0.4","19,089","±2,115","12.0%","±1.2","31,171","±2,229","10.6%","±0.7","40,601","±2,962","10.4%","±0.8","30,213","±2,333","12.5%","±0.9","167,478","±5,696","12.3%","±0.4","29,451","±2,699","10.6%","±0.9","242,553","±7,180","10.4%","±0.3","153,514","±5,303","9.8%","±0.3","9,579","±1,496","9.0%","±1.4","182,582","±6,553","9.6%","±0.3","50,676","±3,011","9.6%","±0.5","76,100","±3,676","11.9%","±0.6","208,710","±6,283","10.3%","±0.3","20,198","±2,453","12.7%","±1.5","70,715","±4,436","9.5%","±0.6","12,922","±1,625","10.3%","±1.2","98,441","±4,793","10.0%","±0.5","350,279","±11,148","10.5%","±0.3","57,201","±3,480","12.3%","±0.7","12,608","±1,232","11.0%","±1.0","159,702","±6,293","11.4%","±0.4","141,803","±6,001","11.9%","±0.5","21,981","±2,213","8.8%","±0.9","102,992","±3,862","10.4%","±0.4","8,990","±1,208","10.3%","±1.4","37,273","±2,867","11.6%","±0.8"
"        30.0 to 34.9 percent","41,526","±3,126","5.8%","±0.4","8,744","±1,781","8.7%","±1.7","66,188","±3,593","6.5%","±0.3","21,666","±2,067","5.4%","±0.5","433,219","±10,387","8.8%","±0.2","66,550","±3,788","6.8%","±0.4","42,202","±2,832","7.1%","±0.4","11,219","±1,470","7.2%","±0.9","4,773","±970","5.8%","±1.1","204,532","±8,464","7.4%","±0.3","88,923","±4,740","6.1%","±0.3","16,825","±2,031","9.9%","±1.2","17,343","±2,037","6.5%","±0.8","135,703","±4,764","6.8%","±0.2","61,328","±3,433","5.4%","±0.3","30,379","±2,665","5.7%","±0.5","26,882","±2,376","6.2%","±0.5","37,520","±2,930","5.6%","±0.4","34,707","±2,650","6.0%","±0.4","16,351","±1,822","6.9%","±0.8","77,732","±3,907","7.3%","±0.4","86,566","±4,691","7.8%","±0.4","96,604","±3,905","5.9%","±0.2","64,373","±3,766","6.3%","±0.4","21,211","±3,047","5.8%","±0.8","60,949","±3,403","6.3%","±0.3","11,710","±1,570","7.4%","±1.0","17,217","±1,731","5.9%","±0.6","31,072","±2,524","8.0%","±0.7","18,420","±1,599","7.6%","±0.7","115,522","±5,839","8.5%","±0.4","19,275","±2,419","6.9%","±0.8","175,175","±6,169","7.5%","±0.3","100,089","±4,778","6.4%","±0.3","5,360","±974","5.0%","±0.9","109,780","±5,644","5.8%","±0.3","30,949","±2,353","5.8%","±0.4","50,389","±3,623","7.9%","±0.5","129,579","±4,629","6.4%","±0.2","12,108","±1,730","7.6%","±1.0","51,720","±3,701","6.9%","±0.5","7,367","±1,426","5.9%","±1.1","62,131","±3,755","6.3%","±0.4","228,610","±8,350","6.8%","±0.2","30,727","±2,371","6.6%","±0.5","9,664","±1,351","8.5%","±1.1","100,923","±4,640","7.2%","±0.3","95,859","±4,693","8.1%","±0.4","13,672","±1,797","5.5%","±0.7","68,513","±3,144","6.9%","±0.3","6,115","±1,212","7.0%","±1.3","28,018","±2,703","8.7%","±0.8"
"        35.0 percent or more","138,235","±5,683","19.4%","±0.7","19,604","±2,219","19.5%","±2.0","222,441","±7,481","22.0%","±0.7","62,258","±4,372","15.6%","±1.0","1,471,897","±18,091","30.0%","±0.3","197,700","±6,962","20.3%","±0.6","140,909","±5,595","23.7%","±0.8","31,346","±2,460","20.2%","±1.6","16,757","±1,675","20.2%","±2.0","738,592","±13,087","26.9%","±0.4","289,887","±9,223","19.8%","±0.6","48,322","±2,891","28.3%","±1.4","49,601","±3,486","18.6%","±1.3","431,726","±10,101","21.6%","±0.4","158,540","±6,964","14.0%","±0.6","75,173","±3,771","14.1%","±0.7","64,199","±3,285","14.8%","±0.7","112,897","±4,991","16.8%","±0.7","118,910","±6,022","20.6%","±0.9","50,149","±3,312","21.2%","±1.3","228,057","±7,880","21.5%","±0.7","244,376","±6,528","22.0%","±0.6","289,947","±6,107","17.6%","±0.3","165,622","±4,880","16.1%","±0.4","75,937","±4,678","20.8%","±1.1","156,101","±4,738","16.2%","±0.4","35,821","±2,777","22.5%","±1.6","40,431","±2,611","13.7%","±0.8","91,939","±4,739","23.5%","±1.1","48,877","±3,740","20.2%","±1.5","380,435","±8,661","28.0%","±0.6","64,932","±4,785","23.4%","±1.5","618,551","±10,553","26.5%","±0.4","307,094","±8,176","19.5%","±0.5","13,761","±1,593","12.9%","±1.5","309,159","±7,615","16.3%","±0.4","89,325","±3,698","16.9%","±0.7","143,101","±6,193","22.3%","±0.9","388,538","±8,968","19.2%","±0.4","38,268","±2,866","24.1%","±1.6","147,988","±5,585","19.9%","±0.7","19,414","±2,172","15.4%","±1.6","184,526","±5,868","18.8%","±0.5","659,767","±14,767","19.7%","±0.4","76,968","±3,752","16.5%","±0.8","27,527","±2,137","24.1%","±1.7","273,645","±7,338","19.5%","±0.5","253,014","±8,071","21.3%","±0.7","38,144","±3,109","15.3%","±1.1","168,544","±4,960","17.0%","±0.5","15,192","±1,643","17.4%","±1.7","108,743","±5,200","34.0%","±1.5"
"    Not computed","4,878","±1,031","(X)","(X)","376","±287","(X)","(X)","9,529","±1,957","(X)","(X)","1,588","±558","(X)","(X)","27,495","±2,690","(X)","(X)","4,089","±942","(X)","(X)","2,021","±719","(X)","(X)","1,773","±905","(X)","(X)","676","±569","(X)","(X)","23,171","±3,023","(X)","(X)","9,986","±1,840","(X)","(X)","1,033","±570","(X)","(X)","3,152","±1,370","(X)","(X)","10,537","±1,601","(X)","(X)","4,363","±1,281","(X)","(X)","1,265","±420","(X)","(X)","2,539","±651","(X)","(X)","3,803","±923","(X)","(X)","3,367","±1,063","(X)","(X)","550","±267","(X)","(X)","3,789","±973","(X)","(X)","3,696","±896","(X)","(X)","7,254","±1,230","(X)","(X)","3,441","±699","(X)","(X)","2,920","±767","(X)","(X)","4,235","±1,054","(X)","(X)","821","±498","(X)","(X)","715","±303","(X)","(X)","3,347","±874","(X)","(X)","773","±464","(X)","(X)","5,763","±1,318","(X)","(X)","2,213","±699","(X)","(X)","11,907","±1,730","(X)","(X)","10,112","±1,593","(X)","(X)","347","±210","(X)","(X)","7,430","±1,381","(X)","(X)","3,198","±780","(X)","(X)","1,972","±607","(X)","(X)","10,380","±1,675","(X)","(X)","293","±193","(X)","(X)","4,756","±1,276","(X)","(X)","456","±297","(X)","(X)","5,982","±1,522","(X)","(X)","18,695","±2,570","(X)","(X)","1,654","±627","(X)","(X)","165","±131","(X)","(X)","5,647","±1,191","(X)","(X)","5,330","±1,014","(X)","(X)","1,157","±473","(X)","(X)","2,621","±600","(X)","(X)","261","±189","(X)","(X)","4,782","±912","(X)","(X)"
"    Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)","537,838","±9,265","537,838","(X)","58,676","±2,862","58,676","(X)","559,420","±9,745","559,420","(X)","330,555","±7,250","330,555","(X)","1,979,811","±16,082","1,979,811","(X)","383,142","±7,877","383,142","(X)","279,919","±7,033","279,919","(X)","85,970","±3,903","85,970","(X)","26,185","±2,262","26,185","(X)","2,038,805","±20,733","2,038,805","(X)","778,710","±12,140","778,710","(X)","87,519","±3,427","87,519","(X)","147,032","±4,849","147,032","(X)","1,117,694","±13,184","1,117,694","(X)","589,535","±8,085","589,535","(X)","343,963","±5,906","343,963","(X)","289,605","±6,625","289,605","(X)","464,612","±7,934","464,612","(X)","515,952","±9,908","515,952","(X)","143,637","±4,093","143,637","(X)","378,777","±7,666","378,777","(X)","481,112","±7,886","481,112","(X)","1,058,068","±10,961","1,058,068","(X)","498,308","±6,115","498,308","(X)","358,588","±7,251","358,588","(X)","590,500","±10,220","590,500","(X)","121,540","±4,043","121,540","(X)","191,660","±4,403","191,660","(X)","181,632","±5,740","181,632","(X)","121,264","±3,518","121,264","(X)","648,856","±9,521","648,856","(X)","226,842","±6,464","226,842","(X)","1,474,389","±15,274","1,474,389","(X)","896,607","±11,636","896,607","(X)","91,680","±2,440","91,680","(X)","1,100,907","±13,103","1,100,907","(X)","414,576","±6,657","414,576","(X)","322,859","±6,710","322,859","(X)","1,324,144","±11,834","1,324,144","(X)","77,228","±3,403","77,228","(X)","528,221","±10,211","528,221","(X)","96,789","±2,878","96,789","(X)","663,962","±11,187","663,962","(X)","2,425,227","±22,675","2,425,227","(X)","189,197","±4,890","189,197","(X)","62,798","±2,627","62,798","(X)","620,585","±9,429","620,585","(X)","530,790","±9,098","530,790","(X)","267,274","±6,200","267,274","(X)","552,553","±7,151","552,553","(X)","65,996","±3,294","65,996","(X)","474,010","±8,196","474,010","(X)"
"        Less than 10.0 percent","271,258","±6,720","50.4%","±0.9","30,283","±2,096","51.6%","±2.4","276,693","±7,106","49.5%","±0.9","173,814","±5,257","52.6%","±1.2","920,930","±12,718","46.5%","±0.5","205,097","±5,882","53.5%","±1.0","87,549","±4,079","31.3%","±1.1","44,135","±3,208","51.3%","±2.5","13,698","±1,815","52.3%","±4.6","834,619","±12,830","40.9%","±0.5","374,161","±8,992","48.0%","±0.8","48,726","±2,589","55.7%","±2.1","81,972","±4,063","55.8%","±1.8","428,958","±8,077","38.4%","±0.6","303,881","±6,353","51.5%","±0.9","161,021","±4,825","46.8%","±1.1","129,845","±5,214","44.8%","±1.3","227,387","±6,370","48.9%","±1.0","277,971","±6,402","53.9%","±1.0","54,990","±2,925","38.3%","±1.7","176,372","±5,440","46.6%","±1.0","168,903","±5,618","35.1%","±1.0","438,223","±7,999","41.4%","±0.6","238,135","±4,923","47.8%","±0.8","166,260","±5,967","46.4%","±1.3","270,440","±7,081","45.8%","±0.9","57,606","±2,796","47.4%","±1.7","85,342","±3,211","44.5%","±1.3","96,030","±4,582","52.9%","±1.6","35,263","±2,423","29.1%","±1.8","160,670","±5,695","24.8%","±0.7","117,380","±4,672","51.7%","±1.6","539,673","±9,995","36.6%","±0.6","429,671","±9,039","47.9%","±0.8","53,022","±2,315","57.8%","±1.9","486,373","±9,953","44.2%","±0.6","207,283","±4,766","50.0%","±0.9","139,427","±4,753","43.2%","±1.2","519,433","±9,351","39.2%","±0.6","26,220","±2,311","34.0%","±2.3","258,818","±7,127","49.0%","±1.0","46,460","±2,263","48.0%","±2.1","328,816","±7,479","49.5%","±0.9","1,084,311","±13,973","44.7%","±0.5","111,250","±3,890","58.8%","±1.5","17,424","±1,628","27.7%","±2.2","312,051","±6,878","50.3%","±0.9","243,031","±6,446","45.8%","±0.9","140,795","±4,589","52.7%","±1.4","215,264","±5,170","39.0%","±0.8","33,419","±2,469","50.6%","±2.8","265,680","±7,455","56.0%","±1.1"
"        10.0 to 14.9 percent","99,697","±4,194","18.5%","±0.8","11,071","±1,353","18.9%","±2.2","104,598","±4,005","18.7%","±0.6","62,275","±3,325","18.8%","±0.9","347,344","±7,408","17.5%","±0.4","66,331","±2,981","17.3%","±0.7","57,699","±3,705","20.6%","±1.2","14,068","±1,698","16.4%","±2.0","4,145","±802","15.8%","±2.9","394,930","±9,190","19.4%","±0.4","150,945","±5,691","19.4%","±0.7","13,405","±1,256","15.3%","±1.3","26,701","±2,438","18.2%","±1.5","233,013","±6,032","20.8%","±0.5","118,183","±4,356","20.0%","±0.7","69,984","±3,358","20.3%","±0.9","61,417","±3,125","21.2%","±1.1","88,686","±4,059","19.1%","±0.8","91,972","±4,704","17.8%","±0.8","30,103","±2,447","21.0%","±1.5","70,126","±3,982","18.5%","±1.0","89,727","±3,771","18.6%","±0.8","216,609","±5,740","20.5%","±0.5","96,697","±3,106","19.4%","±0.6","69,783","±4,142","19.5%","±1.1","125,948","±5,730","21.3%","±0.8","24,774","±2,133","20.4%","±1.4","41,178","±2,324","21.5%","±1.1","32,463","±2,329","17.9%","±1.3","25,246","±2,188","20.8%","±1.6","126,930","±5,010","19.6%","±0.7","38,214","±2,716","16.8%","±1.1","278,264","±7,549","18.9%","±0.4","173,451","±6,273","19.3%","±0.6","16,223","±1,516","17.7%","±1.6","223,886","±5,236","20.3%","±0.4","83,209","±3,251","20.1%","±0.7","62,401","±3,572","19.3%","±1.0","267,947","±7,360","20.2%","±0.5","14,004","±1,571","18.1%","±2.1","101,396","±4,967","19.2%","±0.9","20,198","±1,919","20.9%","±1.7","132,009","±5,338","19.9%","±0.7","497,171","±11,444","20.5%","±0.5","34,134","±2,453","18.0%","±1.2","13,500","±1,223","21.5%","±1.8","121,901","±5,069","19.6%","±0.7","103,318","±4,631","19.5%","±0.8","47,623","±3,552","17.8%","±1.2","119,411","±3,983","21.6%","±0.7","12,671","±1,551","19.2%","±2.2","80,087","±4,050","16.9%","±0.8"
